hip,ra,dec,Vmag
6229,19.9655647,58.20814327,6.99
6234,19.99067991,-15.81431678,6.7
6237,20.01245572,-9.88378629,6.65
6241,20.02044709,41.97052621,6.95
6242,20.02048422,58.23161078,4.95
6261,20.08083765,77.57068243,6.31
6272,20.11586496,-11.23899945,6.16
6283,20.14404995,-3.24698981,6.26
6288,20.16937154,-13.88997651,6.84
6312,20.27194492,64.65813095,6.33
6315,20.28072053,28.73820708,5.23
6331,20.32298532,-6.1595224,6.78
6333,20.32678045,-49.74154142,6.75
6334,20.33025597,11.53674591,6.89
6336,20.35258704,-50.93693499,6.6
6369,20.45344244,-66.38412809,6.94
6371,20.46644006,50.12198361,6.54
6376,20.49290248,12.60416658,6.97
6378,20.49627386,76.23880425,6.37
6393,20.5385325,-37.05157708,6.71
6401,20.55245132,43.58411649,6.69
6405,20.57448416,18.68270415,6.96
6411,20.58508262,45.52877782,4.87
6427,20.62700349,-19.08120763,6.35
6429,20.64512513,-0.44967302,6.5
6432,20.65397084,1.72633239,6.21
6440,20.67940456,-36.59652585,6.71
6441,20.68110692,4.73824091,6.87
6451,20.72334703,11.36650413,6.77
6477,20.8215699,-33.54802271,6.8
6480,20.82538391,36.51463254,6.8
6486,20.8392437,58.14299378,6.36
6492,20.85395412,20.4689673,5.97
6502,20.87898961,-30.94561738,5.84
6507,20.89554653,-24.3527639,6.66
6512,20.90614789,34.24588716,6.28
6514,20.91923378,37.7149426,5.6
6522,20.94501232,78.72605615,6.07
6527,20.96195513,17.81834362,6.59
6537,21.00585424,-8.18325655,3.6
6539,21.01057983,-8.00741594,6.21
6551,21.05126359,-31.81196296,6.85
6560,21.07781311,43.14209665,6.69
6564,21.08542977,-6.91465609,5.92
6589,21.16638665,-15.66046806,6.17
6591,21.16800088,-34.1399635,6.69
6592,21.16994358,-41.49254863,5.42
6595,21.17464288,-44.52857509,6.26
6605,21.20283689,-2.84858997,6.17
6624,21.25243997,-5.94642791,6.76
6631,21.2721113,-64.36947786,5.92
6649,21.32963869,16.25705651,6.99
6669,21.39865844,23.51151932,6.18
6670,21.40514554,-14.5987963,4.9
6679,21.41943212,2.97205429,6.99
6685,21.44299695,70.97988747,6.34
6686,21.45396795,60.23528317,2.66
6687,21.46818492,-3.92739073,6.5
6690,21.47989956,-8.50439375,6.57
6692,21.48342387,68.13001258,4.72
6702,21.536604,34.57970036,6.34
6706,21.56359189,19.17234565,5.35
6711,21.57785833,43.45773913,5.98
6714,21.59831952,20.07080424,6.44
6717,21.61394786,-0.39903388,6.42
6732,21.67365999,19.24042201,5.5
6733,21.67966621,43.69187422,6.9
6736,21.6824015,27.24656774,6.75
6748,21.7148546,-13.05651201,5.51
6751,21.72313361,3.53564388,6.59
6760,21.74195931,-41.74741404,6.67
6759,21.74205827,-32.54318174,6.57
6771,21.77018131,-30.23590868,6.71
6776,21.77636871,34.37755205,6.27
6789,21.84712378,-22.33823188,6.43
6791,21.85482511,-20.35180541,6.89
6794,21.86113713,41.1011578,6.42
6797,21.86790317,-9.29715142,6.86
6799,21.872271,-45.84619041,6.96
6811,21.90714147,66.07696608,6.98
6813,21.91409059,45.40668716,4.83
6819,21.92798999,31.96654931,6.78
6822,21.94392888,-10.9015821,6.13
6823,21.94536695,40.33580318,6.59
6835,21.9976811,-22.03693535,6.57
6858,22.05156677,44.04924488,6.65
6859,22.06706205,-12.24604019,6.91
6861,22.07869413,-49.00583271,6.96
6862,22.07976572,30.55769421,6.9
6867,22.09136277,-43.31823391,3.41
6868,22.09547774,7.96135304,6.22
6869,22.1015091,17.07925882,6.6
6878,22.14316529,42.26768806,6.66
6888,22.18121434,-33.76397203,6.59
6909,22.2394825,-17.93735439,6.66
6915,22.262903,7.29409035,6.54
6939,22.34805845,25.27535239,6.66
6952,22.37724659,-46.75642184,6.25
6957,22.38432764,-9.48908686,6.88
6960,22.40056313,-21.62933894,5.11
6966,22.42156012,22.82619264,6.77
6971,22.42839509,-25.6177491,6.37
6974,22.4446015,65.17106483,6.71
6981,22.47026425,18.35566895,6.01
6984,22.47372434,-5.59589383,6.69
6999,22.52542734,47.00727374,5.27
7007,22.5463128,6.14382046,4.84
7013,22.57628404,59.78204926,6.91
7016,22.5954381,-26.20785122,5.92
7050,22.71716629,66.09808748,6.15
7057,22.74551282,49.34322287,6.84
7078,22.8073171,70.26460388,5.82
7083,22.81293588,-49.07270222,3.93
7097,22.87087261,15.34582301,3.62
7100,22.87453217,-29.98498454,6.62
7108,22.89150676,-19.02298519,6.85
7115,22.91252426,-45.57571207,6.17
7118,22.9302024,-30.2830814,5.79
7143,23.01302725,16.94722954,6.78
7147,23.03156981,34.79996236,6.39
7166,23.10184358,68.40891786,6.82
7182,23.13557807,70.01942132,6.96
7189,23.15152925,-49.72771272,6.27
7201,23.19878378,35.84267854,6.6
7213,23.23355086,-36.86523102,5.49
7222,23.26468986,-9.0146624,6.6
7235,23.31586936,-24.17796178,6.97
7243,23.32615885,8.20873787,6.31
7251,23.35713347,58.3273339,5.69
7253,23.359776,54.94486676,6.92
7271,23.41321398,-78.50481991,6.11
7276,23.4284875,-7.02534086,5.75
7283,23.46133488,89.01563949,6.46
7289,23.47649992,35.60819896,6.93
7294,23.48282037,59.23204031,4.68
7298,23.49924349,-62.47621661,6.91
7321,23.56919364,37.23714649,5.9
7327,23.58602269,-45.69116651,6.92
7330,23.5975412,-28.23667377,6.87
7339,23.638598,68.948137,6.52
7345,23.65741154,-15.67635919,5.62
7357,23.70360554,0.94476707,6.9
7358,23.70432717,20.17272959,6.65
7359,23.70444113,18.46051216,5.9
7361,23.71160198,-31.89231708,6.11
7362,23.7138259,-3.52388948,6.44
7363,23.71487841,-23.69968149,6.41
7366,23.71904809,8.27485196,6.96
7370,23.74206657,33.1178636,6.74
7387,23.81259762,-58.1394747,6.03
7399,23.85063359,53.34557189,6.86
7400,23.85117169,63.08196778,6.73
7413,23.88884489,72.442027,6.83
7421,23.90950993,28.26961112,6.89
7436,23.94351172,14.66142252,6.23
7439,23.96017906,33.83532664,6.53
7443,23.96069279,-39.94712622,6.43
7444,23.96906501,41.07642035,6.39
7447,23.97815181,17.43384108,5.95
7450,23.99570321,-15.40018295,5.41
7456,24.01186502,7.64530065,6.78
7463,24.03545682,-29.90731698,5.69
7493,24.1133324,48.72277606,6.2
7505,24.18135819,7.83152894,6.39
7506,24.18664983,-58.27096588,6.18
7513,24.19934491,41.40545884,4.1
7514,24.20134975,-48.80390466,6.85
7535,24.27465281,12.14153479,5.54
7557,24.34259139,74.30095464,6.58
7564,24.35455958,25.16776921,6.99
7568,24.36667431,-84.76959317,5.66
7580,24.40710297,-9.40378181,6.24
7585,24.42033621,12.07838203,6.77
7588,24.42852736,-57.23675749,0.45
7589,24.43539066,48.41274743,6.77
7593,24.44665914,64.73935708,6.49
7597,24.46695355,-3.44067786,6.43
7601,24.48151406,-82.97499539,5.88
7607,24.49815046,48.62821317,3.59
7610,24.51551436,-46.08382134,6.97
7617,24.5315291,57.97763141,5.55
7625,24.5526497,62.35178255,6.72
7632,24.5829938,2.5860667,6.94
7643,24.61451877,-36.5282507,5.94
7649,24.62811221,-42.92790241,6.67
7650,24.62882287,73.04003987,5.28
7651,24.6326006,45.39970647,6.38
7658,24.6552973,21.39822122,6.66
7676,24.70831327,-25.02219775,6.69
7679,24.71578706,-21.27538422,5.58
7697,24.77986606,61.07909269,6.88
7709,24.81339188,16.62548698,6.74
7710,24.81433871,14.28555671,6.74
7719,24.83750969,44.38616461,5.01
7721,24.83974589,-33.56477752,6.55
7734,24.90007445,45.87777095,6.6
7740,24.9200752,16.40585785,5.98
7751,24.94809594,-56.19640017,5.76
7767,24.99227502,41.66673515,6.84
7775,25.01800096,40.68376252,6.67
7786,25.05458773,53.86827769,6.35
7812,25.12909193,59.05282425,6.97
7818,25.14507074,40.57704912,4.96
7819,25.14552787,8.76076938,6.34
7825,25.16520588,43.29768692,5.63
7832,25.19317019,-2.62189143,6.74
7846,25.22115701,77.96898918,6.73
7874,25.32656287,25.7457125,6.2
7879,25.33945932,-79.14819995,6.33
7884,25.35789264,5.48761322,4.45
7886,25.36383973,-38.13282675,6.2
7906,25.41348626,30.04711962,5.97
7911,25.42167841,-50.03863824,6.63
7916,25.43680768,-11.32466884,5.75
7918,25.44642903,42.613369,4.96
7921,25.44986456,-60.78933951,5.7
7939,25.51212603,61.03823911,6.69
7941,25.51247427,-36.8323048,5.7
7943,25.51454276,35.24570709,5.63
7955,25.53580826,-32.32697025,5.25
7956,25.53912391,66.79233193,6.96
7963,25.573764,58.62773872,6.35
7965,25.58553014,68.04302111,5.57
7969,25.6003027,32.96185573,6.99
7978,25.62214875,-53.74083406,5.52
7981,25.62400804,20.26850445,5.24
7983,25.63334607,-8.65950709,6.99
7989,25.65352404,60.54804563,6.98
7991,25.65442591,40.37736065,6.71
7999,25.68129205,-3.69020048,4.98
8016,25.73276503,70.6225257,5.18
8020,25.74300059,61.4210731,6.33
8034,25.79627956,48.51676547,6.82
8044,25.81876597,45.32264871,6.33
8046,25.83230667,60.55133256,5.78
8052,25.83949406,59.6327578,6.57
8063,25.9009182,51.51583736,6.66
8066,25.91157506,52.88578097,6.76
8068,25.91515608,50.68873247,4.01
8081,25.94596999,55.8774858,6.94
8082,25.9505647,74.60450419,6.59
8086,25.9589342,32.19201473,6.32
8094,25.97831703,-4.7655145,6.2
8102,26.01701214,-15.93748006,3.49
8115,26.07485262,57.53661681,6.18
8122,26.09504564,32.51587723,6.73
8127,26.11052923,46.13969169,6.32
8132,26.13737711,-61.01870528,6.79
8134,26.14980393,3.22370937,6.73
8135,26.1532695,-34.40606291,6.82
8143,26.1819867,-6.76616406,6.45
8148,26.19237649,57.089226,6.25
8159,26.23260259,20.08314952,6.27
8160,26.23985581,-28.72654573,6.95
8198,26.34846064,9.15773579,4.26
8209,26.41148804,-25.05260995,5.29
8210,26.42721693,8.55923811,6.55
8211,26.43263214,3.6672225,6.99
8225,26.4791506,3.41755297,6.83
8230,26.49691854,-5.73329912,5.37
8233,26.50441117,-27.34883118,6.38
8240,26.52485968,-50.81625558,5.49
8241,26.52609562,-53.52203715,5.04
8271,26.64708246,17.41269607,6.55
8296,26.74315677,-13.88871421,6.7
8320,26.81959761,-41.75992623,6.18
8321,26.82482515,58.02122095,6.76
8347,26.9118106,-20.84517214,6.55
8362,26.93681135,63.85250114,5.63
8366,26.94351721,-80.1763111,6.05
8369,26.94903639,-37.15948299,6.33
8370,26.95005682,46.22974966,6.33
8387,27.04556987,16.95555079,5.86
8404,27.10841032,3.68544661,5.91
8423,27.16218592,37.95287011,5.94
8433,27.17317997,32.69020977,5.78
8475,27.31476624,47.8969239,6.01
8480,27.33091931,-31.07246343,6.35
8486,27.34732056,-10.70355994,6.72
8490,27.36321388,26.47263764,6.9
8497,27.39626131,-10.68641035,4.66
8514,27.4536006,-38.40279663,6.37
8544,27.53571352,22.27533825,5.83
8549,27.56592234,-12.88689913,6.88
8552,27.58408931,-47.81639165,6.14
8588,27.71655322,11.04337823,5.92
8593,27.72681248,-50.20613758,5.94
8598,27.73803109,51.93341736,5.96
8619,27.78943289,20.51437222,6.7
8626,27.82051649,64.85495235,6.54
8641,27.85982087,-39.8359351,6.44
8645,27.86513997,-10.33503772,3.74
8664,27.90750025,-6.87414268,6.42
8672,27.91699201,-13.23382268,6.95
8688,27.94207702,-15.6474804,6.44
8689,27.94656422,18.28999959,6.59
8690,27.95018221,75.58959439,6.94
8704,27.99716741,55.14738474,5.53
8714,28.03904598,50.79279388,5.7
8718,28.04314217,24.1173433,6.74
8734,28.09301734,37.42978625,6.89
8751,28.1448854,-67.94450382,6.77
8771,28.2113516,51.4748364,6.28
8778,28.21713684,-16.92924975,5.78
8796,28.27044954,29.57882927,3.42
8804,28.29398059,28.81891984,6.86
8814,28.32226886,40.7297896,5.42
8820,28.34655315,-38.5946317,6.09
8832,28.38255961,19.29385177,3.88
8833,28.38896,3.18753653,4.61
8837,28.41142371,-46.30266861,4.39
8847,28.45213738,55.59763942,6.44
8856,28.47590821,49.94296256,6.87
8859,28.49034423,10.61402661,6.77
8882,28.59180481,-42.49694992,5.12
8883,28.5922889,8.78104769,6.6
8886,28.59885632,63.67010151,3.35
8903,28.66003816,20.80803505,2.64
8908,28.67207088,78.19647393,6.67
8914,28.6872883,50.29577393,6.83
8922,28.72409871,40.70203443,6.25
8928,28.73388091,-67.6473033,4.68
8929,28.73488912,56.58247547,6.82
8930,28.74025279,37.12829014,6.28
8936,28.76811284,-24.88971044,6.92
8957,28.83183655,-60.3124841,6.43
8962,28.86382744,76.22455987,6.97
8976,28.92489738,-84.75115609,6.97
8979,28.92726027,81.95895712,6.85
8983,28.94367913,-60.86097516,6.07
8985,28.95104046,-55.07217367,6.72
8986,28.95183433,30.35465016,6.85
8991,28.96061762,-78.34854847,6.15
8993,28.96266553,23.57732159,5.76
8998,28.97429941,1.84998188,6.01
9001,28.97700236,37.27778569,5.89
9007,28.98946829,-51.60889586,3.69
9009,29.00010816,68.6852418,4.97
9021,29.03901622,37.25182962,5.69
9022,29.03920149,-49.83644587,6.37
9045,29.13406569,41.89207646,6.98
9049,29.14431315,-32.13832995,6.52
9052,29.15745055,-81.49923483,6.93
9061,29.16749154,-22.52678491,4.92
9085,29.24993719,-51.76624399,6.1
9094,29.2900266,-10.24242748,6.42
9095,29.29200196,-47.38527732,4.82
9110,29.33772674,17.81753177,5.09
9112,29.35107462,-36.05742109,6.98
9132,29.43226733,27.80438081,5.84
9147,29.4709047,75.33607268,6.62
9149,29.47223223,-65.42470007,6.36
9151,29.48115486,40.76060402,6.87
9153,29.48215492,23.59606098,4.79
9158,29.48485964,41.69455981,6.77
9163,29.49681766,47.09552052,6.48
9165,29.49754063,-2.05947974,6.52
9169,29.51353728,49.64274024,6.97
9171,29.51571866,31.13438011,6.94
9188,29.57723457,59.62595159,6.65
9207,29.6111726,-33.06678701,6.37
9220,29.63847407,61.69778859,6.02
9222,29.63960506,49.20435221,5.7
9236,29.69247303,-61.5698591,2.86
9237,29.69165773,-11.30095537,6.46
9242,29.70869714,73.15238392,6.87
9248,29.72699763,18.35809167,6.79
9258,29.75300445,-22.91980438,6.62
9285,29.8315941,-26.4322341,6.79
9295,29.85785501,12.29487583,6.09
9296,29.85843734,-40.72720725,6.93
9300,29.87932232,-13.87246002,6.8
9307,29.89868,21.05856973,5.89
9312,29.90849238,64.62160195,5.29
9313,29.91172738,-42.03053188,5.57
9318,29.92136915,-66.06655816,6.09
9326,29.94249789,-20.82453855,5.43
9343,29.99335998,6.03548701,6.75
9347,30.00128317,-21.07783155,3.99
9353,30.03816572,3.09701499,5.89
9358,30.06169736,-3.3683089,6.89
9359,30.06258448,44.42001303,6.87
9362,30.07042407,-55.01279502,6.51
9372,30.11176258,-8.52387312,5.43
9403,30.20199911,59.95933509,6.72
9406,30.20608505,-8.47171921,6.92
9414,30.23791794,-78.87030777,6.84
9438,30.30684679,41.21238176,6.85
9440,30.31134638,-30.00183025,5.34
9452,30.38908289,23.39544915,6.61
9459,30.42656778,-44.71350896,5.15
9469,30.45900258,-63.62265742,6.88
9470,30.46003611,15.067086,6.54
9472,30.46802778,-74.4457298,6.8
9480,30.48938612,70.90702007,4.49
9487,30.5117503,2.76375946,3.82
9493,30.53301872,28.40021384,6.57
9494,30.53879061,75.50216652,6.64
9505,30.57545056,54.4875412,4.99
9517,30.60412191,12.68509279,6.87
9521,30.61776719,-29.66564213,6.4
9533,30.6461575,13.47671595,5.97
9534,30.64689983,-21.96577689,6.97
9540,30.65730454,-70.41947793,6.89
9562,30.71556505,-23.88662845,6.3
9563,30.7178611,-2.3777989,6.91
9564,30.71865218,64.90146584,6.0
9568,30.7376131,77.91626323,6.04
9569,30.73987969,11.01875608,6.53
9570,30.74148211,33.2841351,5.5
9572,30.7440378,-15.30593206,5.87
9573,30.75078031,64.39001815,5.59
9576,30.75718587,3.35861633,6.88
9586,30.79354277,73.85056991,6.12
9589,30.79854146,0.12850681,5.42
9598,30.85877233,72.42129433,3.95
9621,30.91393309,25.93547132,5.64
9622,30.91870122,-4.10351629,5.61
9627,30.92753475,18.25323795,6.24
9631,30.95071386,-0.34025084,5.96
9640,30.97480447,42.32972473,2.1
9655,31.05195101,-11.85977012,6.43
9656,31.05485213,51.96778752,6.66
9677,31.12266035,-29.2968189,4.68
9685,31.1463286,-54.88168905,6.45
9690,31.16638387,65.10350261,6.52
9706,31.21254181,7.73566403,6.44
9723,31.26606582,55.6222567,6.53
9727,31.28092264,77.28134094,5.27
9754,31.36190846,50.64321528,6.99
9763,31.38145064,76.11506048,5.22
9785,31.45195624,7.02841546,6.79
9800,31.50719796,41.53286563,6.86
9807,31.54470519,-10.2762177,6.74
9809,31.55109671,8.24811428,6.27
9819,31.58406735,-15.44626484,6.96
9827,31.62211713,0.03538432,6.29
9829,31.62601542,24.33399315,6.89
9836,31.64135619,22.64831693,5.03
9858,31.70476937,29.26940466,6.75
9859,31.70514575,25.70455349,6.01
9862,31.71688648,-19.138869,6.39
9870,31.74554945,-65.94575431,6.71
9875,31.76059088,-8.60635996,6.64
9884,31.79336293,23.46242313,2.01
9911,31.89280324,-0.61741829,6.88
9924,31.94151131,18.02944286,6.63
9926,31.9467748,5.98483504,6.99
9951,32.02368667,-41.88042007,6.5
9966,32.08236479,-10.04133531,6.98
9977,32.12191579,37.8590773,4.78
9981,32.13248379,-6.67799269,6.51
9983,32.13983159,44.45942858,6.38
9990,32.16908238,58.42360093,5.66
9999,32.19025421,-17.77915549,6.07
10031,32.28443,71.55200623,6.57
10035,32.28871892,-43.51659586,5.84
10047,32.3427542,5.98620315,6.97
10050,32.34629333,17.22419618,6.4
10053,32.35556808,25.93989223,4.98
10054,32.3554691,81.29594551,6.05
10064,32.38594522,34.98729693,3.0
10069,32.39500567,-24.3457851,6.48
10091,32.43857577,-51.7308675,6.93
10096,32.45195575,-40.86650069,6.49
10099,32.4639815,3.76934673,6.79
10111,32.52004526,-43.81557444,6.32
10115,32.53229671,53.8430915,6.31
10137,32.60095161,-76.62370481,6.66
10138,32.6080596,-50.82372443,6.12
10141,32.60630148,59.97981791,6.66
10144,32.62483374,81.48198813,6.84
10155,32.65665389,19.50033764,5.68
10176,32.72011834,39.03952583,6.09
10179,32.72261225,-75.95883915,6.89
10180,32.72361659,39.04328586,6.82
10194,32.76698406,-15.07086466,6.74
10203,32.80022718,25.93693848,6.01
10212,32.83783009,8.5698049,5.64
10215,32.84261021,-10.05216202,6.0
10220,32.8542619,31.52639777,6.24
10227,32.87163979,57.64554358,6.38
10232,32.88460423,-18.97675957,6.65
10233,32.88959645,-17.74299229,6.51
10234,32.89931243,-1.82542945,5.94
10242,32.93090277,3.4527133,6.67
10254,32.97627616,-47.17036242,6.82
10273,33.06569786,2.74555132,6.49
10280,33.09283449,30.30306664,4.94
10296,33.15641173,24.1677783,5.96
10305,33.19809079,-2.39363722,5.65
10306,33.20035634,21.21099307,5.23
10309,33.20795586,79.69153967,6.46
10320,33.22696028,-30.72382514,5.27
10324,33.24998125,8.8467173,4.36
10326,33.25411349,-21.00013755,5.86
10328,33.26377183,15.27985954,5.72
10340,33.30551686,44.23165196,4.84
10350,33.33810452,74.02772078,6.25
10356,33.37399164,5.01271684,6.51
10361,33.38963065,53.05858871,6.5
10366,33.40142588,51.0658183,5.31
10379,33.4233806,58.56058614,6.43
10390,33.46546699,19.61444407,6.88
10396,33.47314323,-9.06463051,6.43
10403,33.51024067,47.48424121,6.05
10418,33.56059029,-67.84144101,5.57
10422,33.57898115,-76.35753901,6.57
10438,33.62122328,66.52442854,6.05
10440,33.63310636,-41.16676458,5.91
10446,33.65825704,28.69118485,6.35
10456,33.69314597,46.68749113,6.9
10462,33.71881793,48.78238955,6.74
10479,33.7821047,55.08821998,6.81
10482,33.79002825,0.72016541,6.76
10505,33.85172164,24.27129566,6.8
10507,33.85498965,-41.06897897,6.99
10512,33.86796252,-9.46652795,6.55
10513,33.8692694,-67.7463659,5.67
10514,33.86948811,52.51108589,6.96
10535,33.92823871,25.04304345,5.57
10540,33.94187534,25.78293743,5.79
10559,33.98451972,33.35889507,5.25
10562,33.99055443,47.81193753,6.37
10584,34.06610411,-9.82124637,6.91
10602,34.12743894,-51.51216468,3.56
10623,34.18989183,83.56141421,6.45
10633,34.2154844,57.05524579,6.48
10642,34.24601753,-6.4221162,5.51
10644,34.26345869,34.22423111,4.84
10657,34.29350066,23.76783206,6.53
10670,34.32861359,33.84719358,4.03
10673,34.33282262,-35.98295728,6.7
10680,34.35538475,28.74504453,6.99
10714,34.488878,29.00725209,6.68
10718,34.499532,57.8998206,5.75
10721,34.50304087,42.90123248,6.89
10723,34.50599949,1.75780187,5.6
10729,34.51910362,57.51632134,5.99
10732,34.53140185,19.90116354,5.58
10776,34.6731761,8.18069508,6.84
10784,34.71740357,12.99227652,6.88
10787,34.72437547,-19.53463205,6.87
10793,34.73747203,28.64267401,5.29
10795,34.74144448,23.16781526,6.45
10798,34.74376883,-25.94568732,6.33
10800,34.74865395,85.73615598,6.98
10805,34.76855391,57.13549703,6.57
10810,34.78632846,19.6877071,6.82
10814,34.79509808,46.47226062,6.21
10816,34.80809,57.16923193,6.65
10819,34.81998296,47.37997309,5.31
10826,34.83663617,-2.97764262,6.47
10830,34.84449115,48.9554634,6.44
10832,34.85319332,-41.84836759,6.36
10848,34.90533515,39.8349461,6.63
10854,34.9199054,-4.34557296,6.5
10856,34.93532477,60.0295429,6.94
10871,34.97612918,-55.94479621,5.81
10884,35.01857622,30.18808768,6.51
10890,35.03738177,50.95809959,6.64
10893,35.05352068,64.3369491,6.59
10907,35.09525284,-56.78410532,6.69
10924,35.17297322,47.31080391,6.17
10926,35.17882977,55.90907895,6.76
10944,35.2425344,50.15146565,5.57
10961,35.30401034,54.51007841,6.86
10963,35.30735156,-19.91535269,6.53
11001,35.43726143,-68.65941811,4.08
11020,35.4809797,57.24291565,6.4
11021,35.48594668,0.39567548,5.29
11029,35.50638199,-10.77753362,5.43
11033,35.52076129,-17.66216933,5.89
11035,35.52758542,22.87359356,6.57
11043,35.54896195,-43.19981143,6.3
11046,35.55165239,-0.88485213,5.42
11060,35.58931055,55.84565348,5.16
11072,35.63561159,-23.81632609,5.19
11075,35.63831774,16.87027774,6.78
11090,35.70960144,41.3962973,5.81
11095,35.71793796,-73.64579219,5.99
11102,35.72781208,-51.09212882,5.9
11108,35.74011711,-18.35498247,6.22
11115,35.75177277,57.38700605,6.99
11121,35.77748979,-37.57614441,6.47
11131,35.81057576,-29.86932262,6.96
11138,35.83406265,52.08309998,6.64
11143,35.8472278,-26.99537494,6.8
11153,35.86989984,35.44105911,6.75
11174,35.96560213,55.36486113,6.29
11185,36.01147541,42.10229469,6.72
11192,36.03986612,-16.25429925,6.68
11212,36.08382307,-25.84745925,6.45
11220,36.10381778,50.00654619,5.19
11222,36.10877703,-37.36140219,6.93
11228,36.12716811,9.71321368,6.93
11231,36.14117931,-40.84045844,6.17
11249,36.20440136,10.61056498,5.48
11258,36.22462811,-60.31194752,5.36
11260,36.2345168,-3.89282004,6.89
11261,36.24328818,-2.7800308,6.34
11279,36.31678645,56.60982263,6.25
11293,36.36022527,-66.49402569,6.39
11296,36.36111504,35.04192874,6.85
11313,36.40592791,50.278631,4.73
11345,36.48752198,-12.29047964,4.88
11348,36.50145519,-15.34124674,5.88
11360,36.56768624,6.2925522,6.79
11380,36.64044608,59.65891174,6.97
11381,36.64674012,-20.04261694,5.89
11390,36.69019674,10.56530114,6.7
11405,36.74172751,26.04086844,6.99
