center,target,cfx,cfy,cfz
0,1,-1983212788462.6821,-2927576194105.0293,-1358405666246.637
0,1,-16264147860124.102,2888541450212.1978,3229684646474.0405
0,1,11619905331319.443,18479958348528.79,8667793208561.096
0,1,-46050942029405.28,1470385081089.0942,5561792595953.264
0,1,26515634680273.457,41815551072221.8,19590016934837.96
0,1,-59325216318258.85,-1076216362724.2168,5578497939220.423
0,1,29555159478922.258,46462570169286.28,21757480055781.86
0,1,-40818969431868.91,-2891508463854.0225,2689464489985.8906
0,1,15253244203230.336,23883467583745.973,11177855567321.979
0,1,2879503874637.3984,-2638592997669.471,-1707927259455.7285
0,1,-9645882189738.15,-15264764562091.61,-7154808759432.778
0,1,47105583578412.625,-501162517847.22455,-5153531298339.237
0,1,-30577124598144.94,-48099266889072.65,-22525883511502.035
0,1,66281963894487.27,1943465750909.4502,-5836865920601.637
0,1,-35407499366268.79,-55615205844317.45,-26040332017542.51
0,1,51940318465287.39,2891661602853.336,-3842894774916.3643
0,1,-23012954472865.52,-36113673825073.95,-16907075968038.73
0,1,18310903125769.523,1657243149398.0793,-1014092007455.1871
0,1,-3831775033662.864,-6017940258170.54,-2817693129402.75
0,1,-8665259672875.464,-813368337071.1667,464375207961.96094
0,1,8027301536950.231,12543760927738.32,5869011513239.643
0,1,-10724618228713.08,-2647877628955.108,-301833525050.06213
0,1,5250069259088.605,8148953427824.956,3809120469468.2236
0,1,9408702052230.193,-2455278570808.08,-2287235076326.64
0,1,-7464348199811.417,-11775994767923.576,-5517181807649.439
0,1,30758666222141.42,-379102050800.869,-3392817393054.9873
0,1,-17342005274028.354,-27181461795967.207,-12723162930286.14
0,1,30805346783793.18,2001676806929.6604,-2126098858962.27
0,1,-13656957614219.645,-21287777746371.523,-9956655556920.555
0,1,3512096366681.0723,2860346441076.4966,1163412617682.0913
0,1,3636217182432.4775,5904603120759.59,2777399529277.4375
0,1,-35096064329561.81,1510370533803.709,4446898161361.95
0,1,23377631742113.957,36845150226763.69,17260022629097.027
0,1,-58268307991164.234,-1057126737780.5939,5479071942414.749
0,1,31317837120693.46,49198468451503.51,23036325660996.715
0,1,-48441028989019.94,-2904438654810.847,3473128669484.3364
0,1,20842364786312.465,32655915577132.15,15284886710477.982
0,1,-10749682227785.516,-2606795018017.0884,-277309136401.60876
0,1,-1798181044307.9006,-2909620595198.495,-1367960829787.5178
0,1,30199742291404.695,-339835599270.7906,-3313875075798.516
0,1,-21802631307169.44,-34261686458406.72,-16043162867597.334
0,1,48094334155426.625,2235938301268.1772,-3794217524881.767
0,1,-26549075858090.863,-41643801896587.11,-19494821456741.324
0,1,33986002879540.79,3218882210489.902,-1805887640480.5234
0,1,-14721100351602.656,-23059991381160.906,-10793099183934.87
0,1,2341291550295.1943,1902865945259.4854,773477540609.4845
0,1,3041746796602.8037,4760751678657.491,2227965938610.475
0,1,-20490735377483.62,-685868875394.4491,1759019657272.4585
0,1,12460688040949.5,19443531159690.113,9095423804794.775
0,1,-16629579293347.365,-2568940724429.1562,352789825271.25397
0,1,6582503970299.56,10151212937981.11,4740637611222.993
0,1,9682209034098.402,-2327474012807.005,-2247349802899.502
0,1,-8973960277426.0,-14239650499009.021,-6676831086157.733
0,1,35591450777191.64,-193006794245.9425,-3794690914731.084
0,1,-20523882149342.785,-32257776521233.723,-15105193752134.854
0,1,37677790184734.64,2123911702973.5713,-2773631874036.983
0,1,-17147422368463.256,-26834512411427.305,-12558002204814.387
0,1,10687054831623.998,2747960351907.0947,359196381465.6685
0,1,483539343494.8062,892892981973.1334,426861153491.0241
0,1,-27563028504201.004,1095451275451.8925,3443962280798.2695
0,1,20156282483199.316,31722358228229.035,14857263341976.871
0,1,-49125286531523.78,-1649330332435.2407,4214459087743.538
0,1,27150262523102.074,42589679876943.6,19937806217242.71
0,1,-37011062302596.94,-3417724317574.957,2013458397066.2563
0,1,15424301022602.734,24096447025966.523,11273902790377.607
0,1,1690091710567.5774,-2834896866535.3657,-1689404677141.4148
0,1,-7621884392108.837,-12080105036413.633,-5663314037865.672
0,1,40834567085936.73,-282786783125.271,-4386461822425.0156
0,1,-26545749774516.375,-41707168090584.45,-19529002634061.055
0,1,54712758401806.76,2377797970758.57,-4404919834798.4795
0,1,-29371145708753.52,-46055296883028.57,-21558985493825.008
0,1,37157592925084.0,3223515486905.427,-2132370568758.447
0,1,-16421469913738.346,-25708140103653.094,-12031525404205.057
0,1,5621191937425.153,1737557558946.4836,344995208335.64166
0,1,304799344273.9245,478821747595.4004,224196307582.71686
0,1,-12910593285798.352,-805236936168.29,909044929261.8092
0,1,6727391234847.155,10455267140005.791,4888044707066.94
0,1,-3254665863531.8877,-2342221231619.227,-913385424052.4838
0,1,-2193685540115.288,-3605116722358.0093,-1698506126313.2808
0,1,25977743069002.83,-1642454791289.776,-3571681769867.037
0,1,-18474969538399.113,-29119507680680.61,-13641051845106.744
0,1,49149863534965.49,718790510084.3635,-4714003585196.855
0,1,-27420728588899.24,-43045033373482.586,-20153020735145.81
0,1,43955503249151.52,2799532114859.601,-3063919824596.261
0,1,-19356541517663.125,-30280333330401.617,-14169827478717.938
0,1,9496951245044.553,2814414966788.349,518129227447.3045
0,1,2387972696228.5557,3868124043883.422,1818871873295.705
0,1,-32174306020006.934,557646615936.3182,3635011476917.235
0,1,23587210922868.61,37057526663352.04,17351761347567.645
0,1,-52517312425704.72,-2394672577607.329,4168199024148.479
0,1,29821997947682.86,46720007108497.836,21867352983725.098
0,1,-38328036042623.4,-3878490279070.3716,1903960103068.9775
0,1,17520965339509.303,27344933862991.203,12791962915690.104
0,1,-1938791511952.6746,-2812707312631.5527,-1301164226166.2773
0,1,-3279850961223.012,-5262446995854.87,-2471295092948.0938
0,1,28283786889483.01,-41635893390.7629,-2955881522541.7964
0,1,-16685547728549.99,-26184102120484.03,-12258408596540.227
0,1,29862784409961.61,2319823109678.3467,-1858409139182.435
0,1,-13213802939714.047,-20627191056497.418,-9649696049825.436
0,1,3482624580397.1084,2535766121086.2437,993122013248.986
0,1,2987923437670.48,4817975848756.7,2264110867076.291
0,1,-27931563784936.81,602274203155.8735,3218783834546.8213
0,1,17648533978787.168,27743854601523.684,12991829621476.219
0,1,-37640146151856.52,-1765447903237.5544,2961180143758.297
0,1,17862085600938.918,27964488472417.695,13087570551386.598
0,1,-16523996605509.57,-2510358407675.9424,373119515699.84656
0,1,2497768497282.619,3799109489195.953,1770646280939.8003
0,1,19445410700602.82,-891837135386.5099,-2493244883366.4507
0,1,-16741153192436.266,-26340198542965.312,-12336031112061.557
0,1,41735132123579.81,1893394445760.5012,-3317590693719.6895
0,1,-24529019555762.38,-38441714735291.0,-17993608043078.957
0,1,31980076758680.574,3635545363885.646,-1375300986426.2537
0,1,-14161819243737.453,-22079391393279.254,-10327224065452.23
0,1,-3100539656336.4863,2863792875585.0874,1851133012010.349
0,1,6896642383947.92,10957011292361.225,5138517780387.037
0,1,-36588980365144.695,38924554174.70421,3815861083389.9355
0,1,22673062468100.973,35601742423665.16,16668819651786.318
0,1,-42408160311295.31,-2772757538987.8647,2917727560544.8457
0,1,21180127001360.633,33121753039127.68,15498734945564.3
0,1,-15953408380442.795,-3504223121159.4307,-216877476056.60553
0,1,3885193842287.451,5914895702655.662,2757124526549.061
0,1,22101822902766.73,-1707705174810.429,-3204516171490.6484
0,1,-15405592600623.594,-24314799459861.332,-11392464091297.445
0,1,42005552192800.35,1100074378537.9463,-3769337710910.2515
0,1,-21444094355011.695,-33685545761946.316,-15772553094759.299
0,1,28394739987445.68,2652142890592.326,-1528644697920.334
0,1,-9608004332518.35,-15036367038537.928,-7036753930574.316
0,1,-7607558541948.365,1744549963576.07,1720832968236.9175
0,1,10471087664577.807,16454763061934.729,7704995288868.201
0,1,-37355790192850.35,-800730036521.5018,3446942077488.963
0,1,22649413562115.945,35470933889704.63,16601391352911.66
0,1,-37610472833649.086,-2802764983604.636,2404072870264.0464
0,1,17224369907715.969,26869504485516.11,12568716765678.766
0,1,-9097291238471.828,-2493248221392.6094,-388056510403.5277
0,1,-1282214999927.7693,-2172091488800.9727,-1027451363262.0862
0,1,24240291018465.195,29019972723.775192,-2498755429202.147
0,1,-17803483611592.758,-27997944714290.957,-13111517896563.86
0,1,34779708167904.97,2841876642459.62,-2089583730273.9722
0,1,-18965309111721.83,-29690295298236.527,-13895180754697.254
0,1,13855054389978.662,3724528766845.6797,552182187094.3901
0,1,-4036984720817.0366,-6200434190662.012,-2893934621571.7627
0,1,-20852047247106.875,1946573705038.678,3202466455155.9834
0,1,14302888075542.691,22526638921885.934,10551499385271.559
0,1,-39342509689402.54,-1124408325443.3508,3480130829316.7983
0,1,20122321751711.22,31528645655519.92,14757312792964.842
0,1,-23623231303336.645,-3102090203346.4927,793429267386.6166
0,1,7201536023725.465,11141958871215.258,5205747679457.86
0,1,17283656271572.533,-2490679132638.1006,-3122948266896.3115
0,1,-15675335758216.4,-24770156874019.758,-11607753964716.797
0,1,53926497951472.39,115357837979.09807,-5531727750932.84
0,1,-31478138360668.418,-49482889452845.96,-23171645810313.53
0,1,59512542363939.97,2519715185447.892,-4826959323239.027
0,1,-28387621098245.527,-44524052459878.72,-20842917015403.457
0,1,30985687120040.87,2715207684811.6016,-1763691865025.227
0,1,-9120977867631.953,-14244528863043.361,-6664216183191.55
0,1,-8931380075746.205,526356205179.6304,1207513779190.4639
0,1,11431490897486.059,17962456642978.26,8410891988694.263
0,1,-30408095473600.062,-2239899237848.562,1957661055750.0593
0,1,18362022273164.754,28758089308832.68,13459710532602.334
0,1,-20725579569302.66,-3271354980071.3677,402468561056.18854
0,1,8808680692244.111,13741506094196.186,6427874514735.451
0,1,5722424072192.435,-1658418698923.21,-1479306523431.669
0,1,-5938417726212.105,-9321910899769.146,-4364356991216.2847
0,1,19887639720159.57,1331633728080.898,-1351573153041.612
0,1,-10055980081912.256,-15638815684659.012,-7312155123141.395
0,1,2838507589476.3696,3265038399736.9575,1449416755553.7036
0,1,3324693998262.41,5472220355762.557,2578699700362.1587
0,1,-37537678951092.21,2527091368068.198,5243169381784.626
0,1,25884516981400.223,40874655175560.516,19152787765072.113
0,1,-71865476694375.38,-339770347283.2987,7272525483188.914
0,1,40410503527424.05,63554920121619.875,29763255601440.355
0,1,-72614941863560.17,-3054856527535.602,5900141686730.893
0,1,34624713511071.312,54324659544083.734,25432048407248.344
0,1,-36512957819306.58,-3449932419502.723,1944574251921.8606
0,1,11279336022103.15,17599777649837.613,8232921758046.009
0,1,12377908675942.885,-1242078172891.7104,-1947257166105.0146
0,1,-13816028423208.521,-21770658462539.51,-10198116820911.482
0,1,41633747348659.12,1733131513063.463,-3392663440255.5166
0,1,-24330928816429.684,-38204499285529.16,-17887415029562.21
0,1,36118383622409.97,3032793004248.629,-2126444500863.981
0,1,-16309853867506.148,-25580975432722.613,-11975161603675.922
0,1,9336746075767.332,1625500849334.2559,-100229353957.93492
0,1,-861089835730.2043,-1384679682157.9465,-650460885680.0145
0,1,-8805568614139.787,-1251626654214.2368,244860327282.22366
0,1,5560630265633.429,8589043252501.246,4012026965939.1387
0,1,2321129489282.236,-3118898215561.1147,-1906526527426.766
0,1,-4779283064289.091,-7713865165934.556,-3625444143899.2188
0,1,36306495339944.81,-2325151302615.3223,-5007613957038.313
0,1,-24192185423805.83,-38158125703964.71,-17876995753634.332
0,1,64745367771680.586,553673701563.6995,-6419774361761.754
0,1,-35886534534348.42,-56397379832742.3,-26408522817318.6
0,1,61074096874056.56,3164424129565.915,-4644590704790.3545
0,1,-28143041450228.22,-44117462763352.49,-20651068650995.062
0,1,23421581721604.2,3320806647932.763,-655683352949.7172
0,1,-4545633132907.111,-7029917418397.869,-3284324522173.536
0,1,-22720083972667.656,833940838681.0798,2801980795315.5693
0,1,18378437488843.91,28901658005859.016,13534690331232.684
0,1,-44570503335356.98,-2302721997079.682,3393057751311.2393
0,1,24336629941753.926,38161828231899.05,17864032628555.99
0,1,-28473926159309.074,-3547008328429.931,1058918382050.2296
0,1,10433180727846.43,16291892070075.16,7621944114883.781
0,1,9231805348517.93,-1912278774263.642,-1978884018732.1487
0,1,-10622810422022.887,-16718305163052.832,-7830059381023.679
0,1,36008956796141.04,1214022861223.5776,-3086507275271.593
0,1,-21155645736769.7,-33162725933410.633,-15523155223275.078
0,1,30178902750091.8,3232497016802.412,-1403739555264.83
0,1,-13183451169160.717,-20595960894915.176,-9636163629044.559
0,1,-1302098520242.4136,2512069859257.485,1476749105545.0227
0,1,5137488427408.494,8125243148610.681,3808091218373.9062
0,1,-29228059841673.55,-239586418471.7435,2903626082217.8706
0,1,16690073675080.732,26157114716697.953,12243524020856.734
0,1,-27333658346986.324,-2577243004535.0537,1458596145502.4463
0,1,10165942924974.938,15833574467327.953,7404800608305.425
0,1,4950057058405.485,-2397818992220.5537,-1794101143303.4817
0,1,-10049449942690.266,-15888754279752.127,-7446328260887.467
0,1,41507055779600.94,251252152565.2913,-4170996571438.1035
0,1,-27316927377498.086,-42893745554394.12,-20082960952698.5
0,1,51371728863620.305,3174176516574.601,-3633049468851.3525
0,1,-26728841903028.57,-41858719277931.75,-19591005582763.414
0,1,25085941059916.76,3859795497078.4824,-540450076032.62024
0,1,-7874366781189.929,-12228006272146.6,-5716187473960.328
0,1,-16776809680541.158,1610492304111.6677,2600284279573.2812
0,1,14485284542226.426,22801793744745.285,10679590723145.582
0,1,-40401246324680.74,-1838403511919.937,3208606971376.058
0,1,22566929238108.457,35375235970372.53,16558830547519.559
0,1,-26915895545820.34,-3752332077740.057,787657630400.4055
0,1,10397519800371.732,16209406180598.18,7581580046317.907
0,1,11766113084345.766,-2687634935972.718,-2655856470105.099
0,1,-11198620850548.943,-17657355980345.656,-8272020447130.301
0,1,42948529590275.195,300438165034.3802,-4294227289695.14
0,1,-23744786996769.223,-37260687363529.016,-17443961918212.158
0,1,40670806741105.25,2567522980826.249,-2847130060675.279
0,1,-16707168681534.213,-26155636616719.875,-12240968935107.307
0,1,7475899614121.909,2145650853390.437,370585630594.617
0,1,3680402581051.9487,5811491143385.671,2723088141901.209
0,1,-28089598267253.754,-564132124640.2402,2612211869434.494
0,1,19895364929820.66,31160212436679.383,14584012812876.912
0,1,-36163076333256.555,-3128580116625.551,2079936218709.465
0,1,18268590030664.137,28527328438500.09,13346119035683.465
0,1,-11367054895869.576,-3177796887273.1416,-518244921949.4296
0,1,839462975324.6667,1197286896886.7014,552606207563.1809
0,1,22457507123745.844,-473142943140.1841,-2582045091411.0215
0,1,-16307745784227.635,-25582859962026.285,-11976378792152.154
0,1,32843090233254.336,2836752649892.113,-1891451478002.6887
0,1,-16921045229389.578,-26391409225626.37,-12344762326944.477
0,1,7098323321795.352,4017244481773.4834,1409339177603.1401
0,1,1173139957410.8064,2075694359921.9248,987243087649.3577
0,1,-35930317055160.92,2080915290825.7664,4838157659501.814
0,1,23758740150780.02,37463730846106.83,17550974023833.738
0,1,-61141479279996.03,-1350636784751.8857,5620320046246.722
0,1,32018378210369.723,50293903400866.766,23548912573124.223
0,1,-46727458248341.54,-3414935120846.6245,3022735461357.569
0,1,18460083166434.234,28911942929212.234,13531736654750.516
0,1,-2773007745722.041,-2449406750898.3574,-1020608884895.1677
0,1,-6653691587998.48,-10509706798681.43,-4924748047940.259
0,1,37141914379450.58,590858920901.8127,-3536849802471.979
0,1,-23962429903889.395,-37610391974511.734,-17608224248357.535
0,1,44279001834534.69,2969700232218.08,-3006578098340.01
0,1,-21386355061352.344,-33519668139284.15,-15689928048339.84
0,1,18739845900634.152,2551079517959.4976,-581187498370.6266
0,1,-4159112104227.093,-6520236695815.844,-3052103088297.1147
0,1,-11531609984385.152,-331639902937.34875,1018971508238.9889
0,1,10143135529500.373,15818895494692.66,7399319155170.864
0,1,-15862891003411.57,-3149359258813.2573,-36719776123.19706
0,1,7274217811712.412,11229013311527.727,5244724292317.266
0,1,11739005354059.904,-3374844462330.1797,-3020074049360.1104
0,1,-10939273707627.908,-17337722084431.45,-8128144564357.367
0,1,46846974650411.305,-704572652438.3566,-5235354283166.649
0,1,-27962119708520.207,-43927458763475.53,-20568300610688.176
0,1,55780122160839.914,2637558850025.5347,-4376894762217.5195
0,1,-26972835194589.1,-42228207480044.42,-19763096110927.68
0,1,25431090813357.285,3803045818485.3394,-606557567893.7335
0,1,-5856519680667.413,-9029157260009.938,-4216473640029.226
0,1,-24290531113720.96,1789959901342.9321,3475469509842.2974
0,1,20370095764879.496,32064210322214.76,15017720162296.049
0,1,-56558056198591.664,-1671787514862.273,4973397755168.236
0,1,32006030623591.277,50197714392720.2,23498806161726.8
0,1,-48613365235286.04,-3610424127348.4087,3113933262885.471
0,1,21317386319916.69,33346364418280.793,15604494626976.832
0,1,-10838172307382.459,-2393846104840.4307,-154407677260.55243
0,1,-1053183402766.2784,-1722554128635.7031,-811043932557.2218
0,1,22716178980217.645,850681658664.4009,-1901826596669.9868
0,1,-15533340105631.12,-24330115439859.074,-11387421927430.34
0,1,24144386222432.84,3232059189978.969,-778067142625.9865
0,1,-10709699350435.355,-16670804874879.957,-7795702302144.221
0,1,-4190320024297.4673,2645691642437.309,1847688749691.1943
0,1,6891038078014.894,10930139191812.879,5124747275042.6875
0,1,-32381684572432.45,-360050714693.20013,3166390560594.126
0,1,18925202860631.37,29697910738519.566,13903393037715.178
0,1,-30173863263412.55,-3056969628445.0596,1496972175015.6401
0,1,11881539349613.602,18525460130446.285,8665021701912.289
0,1,5382298364220.706,-2951966655876.46,-2134896892519.4656
0,1,-10466032560360.662,-16568206362523.6,-7766117329851.149
0,1,46416431722914.22,-20739561481.23195,-4825469011835.309
0,1,-29933381615120.54,-47033289227398.56,-22023158030063.24
0,1,58295963544087.984,3226426302137.6978,-4323328576535.2236
0,1,-29768156014723.348,-46660215469900.734,-21840997306226.96
0,1,30231956081462.082,3931978282105.022,-1035642367222.2043
0,1,-9549208872609.787,-14889619536229.889,-6964454889815.297
0,1,-14666843222574.412,1415652909509.6768,2277378589046.567
0,1,14103216248866.352,22162992647592.03,10377938750287.467
0,1,-39086252507732.58,-2202290865110.438,2877865101181.2134
0,1,21819280477852.957,34163700403377.883,15989108279365.232
0,1,-23861583971128.75,-3852309283496.6875,417460193200.7169
0,1,8286751287649.35,12877613995184.906,6020475237979.095
0,1,15487071363867.139,-2218296370674.982,-2791131607350.6816
0,1,-13263212127519.412,-20884057572622.195,-9781773993003.61
0,1,42733124034741.24,1106332954646.9585,-3841461322083.9277
0,1,-22912748581936.004,-35914561580560.42,-16811091454536.217
0,1,33145526401598.066,3050822804554.1704,-1808466439712.5977
0,1,-11782809200628.209,-18383516547525.902,-8599419674272.906
0,1,-4654845693458.025,1825982814681.82,1458073418623.3447
0,1,10135059374387.98,15966785977504.25,7479148134774.496
0,1,-36694933394509.34,-1452268273010.3062,3030418541497.447
0,1,23067054801332.15,36143159879239.766,16917223835750.105
0,1,-34448807663147.074,-3744272626435.9272,1573283989537.2136
0,1,15394483567468.295,24021217514315.758,11236803754101.994
0,1,-892104088668.2715,-2818485899708.073,-1412824982720.389
0,1,-5637594805902.097,-8943419082138.066,-4193338161653.093
0,1,31716497818378.035,705823412011.1066,-2912726519855.931
0,1,-20174561882640.39,-31606073499179.176,-14793263921154.277
0,1,30663746877302.72,3855098175372.149,-1121513471737.8052
0,1,-13541739958581.334,-21041487446325.406,-9837038713327.506
0,1,-7421544921116.243,3923874853518.677,2865494955969.3955
0,1,10311375419829.047,16444295901433.795,7715948396176.164
0,1,-52633453734867.1,889182385168.9761,5934131127328.15
0,1,31874590707618.863,50209840989853.64,23518899859297.984
0,1,-67600339609669.836,-2557355999101.4966,5645731861296.963
0,1,33099144181681.383,52005315569715.33,24351153382822.305
0,1,-40227047116128.93,-3410424460126.88,2350902027034.7466
0,1,13250980386401.273,20780962035790.15,9727988358423.068
0,1,5886936402289.893,-1040876048710.3704,-1166547649952.4824
0,1,-10611456251183.611,-16652993777941.533,-7796355093608.572
0,1,32756533266042.98,2250996067099.2983,-2195318287133.0186
0,1,-19004715100644.758,-29772012226903.457,-13934744960582.195
0,1,21950806424962.984,3333118245602.5806,-496557910689.7684
0,1,-7425582585421.326,-11596325467018.715,-5425249263570.463
0,1,-9413163671853.742,1105776319149.8813,1566958857880.7175
0,1,9922230510516.648,15547312998527.15,7277126138783.103
0,1,-25103353857602.605,-2466848699636.0493,1286243968466.4307
0,1,13483597833830.455,21021996566382.355,9832651301887.2
0,1,-3762255295778.8013,-4116182261440.076,-1808200944669.763
0,1,-3312318082695.9556,-5390895041877.987,-2536532683470.8696
0,1,40509473361437.66,-2245394410810.853,-5400962434315.959
0,1,-27478075640824.094,-43261336890326.72,-20262612355455.69
0,1,69997135580401.11,1580512776909.4036,-6416066350272.163
0,1,-37830729466927.71,-59388624952207.7,-27804971695600.523
0,1,57260275251068.58,4009180524344.5977,-3797828778492.4316
0,1,-24150931294624.2,-37830900457538.57,-17706495824378.336
0,1,10419369959790.639,2918869541512.921,478259266314.0749
0,1,3248935168939.237,5165895403327.268,2422923341485.184
0,1,-33329711569085.83,-656350655823.553,3106467759444.441
0,1,22389891528058.56,35135993631082.082,16449368547617.305
0,1,-40436038840181.02,-3460752179110.3296,2345713881313.2124
0,1,19052785541197.55,29853129661594.863,13973099665550.713
0,1,-10458615614285.967,-2978693102377.3413,-506138659934.4908
0,1,-801841857271.805,-1263624126505.9229,-591920424513.664
0,1,24460431720259.688,272611190190.88812,-2391490420746.777
0,1,-16918112832847.74,-26448207170418.434,-12375394046720.652
0,1,29633819035706.277,3226053808212.644,-1350650367582.3584
0,1,-13570751859318.549,-21114139326909.42,-9872835525501.11
0,1,-91140825536.09499,3097518128319.0405,1663831413646.8816
0,1,5907813728384.34,9431569037821.314,4426102883726.73
0,1,-35677151908240.336,-25388149515.176704,3686940694014.5874
0,1,22279453460631.45,35008002095084.16,16392439053117.494
0,1,-41059329754410.48,-3233519221580.4927,2531731264422.545
0,1,18406458228258.004,28811820041726.934,13483812790194.586
0,1,-7185369111401.166,-3467025672629.616,-1106454897205.0693
0,1,-4460816594026.299,-7102975152512.992,-3332115196050.9834
0,1,38601174975701.69,-363166443508.7653,-4197751512491.2183
0,1,-27265243769422.047,-42819306800697.9,-20048549995320.883
0,1,56887259699427.484,3356343237964.4004,-4107829233757.5146
0,1,-30293989024808.297,-47480397103941.945,-22224647937049.688
0,1,32169037633252.11,4348630227044.051,-1014027174652.0944
0,1,-11248677178526.83,-17574074241756.082,-8222376393622.355
0,1,-12631938310576.9,1716122901138.367,2226794012812.773
0,1,12456989437253.447,19548450025766.066,9151847568837.42
0,1,-36759981772567.64,-2156869857297.71,2660835359694.05
0,1,19458897869069.973,30427443124400.97,14237806831159.38
0,1,-18652039955081.707,-3792713041965.8193,-91059017048.72678
0,1,3870973435476.8843,5918741563747.473,2760654867969.0425
0,1,24623874454690.55,-1828301501581.893,-3530526249184.7417
0,1,-19519685598917.7,-30742278906396.016,-14399675338215.26
0,1,53502097970359.14,1730911837331.2434,-4624851055785.918
0,1,-29126888423155.83,-45742074331977.03,-21416976287744.04
0,1,42743946132286.055,3392364376983.9785,-2621606803816.6074
0,1,-16676489044187.29,-26190400048366.33,-12262722951276.875
0,1,4772370455665.66,1460607158504.1292,285132518343.5844
0,1,5153738324820.017,7982241829517.524,3730025052499.301
0,1,-22292868176553.95,-2337745862893.895,1063693810018.0114
0,1,14759746861411.006,22934561062315.227,10722089302458.955
0,1,-10880769537850.826,-4430657295355.903,-1237816337088.3657
0,1,2157901086627.262,3105746755165.0264,1435483597101.9128
0,1,29359241262958.445,-2737722521086.4736,-4507396285040.029
0,1,-21185218294230.285,-33454245338349.387,-15675804807174.602
0,1,59687623166379.81,1343426866535.3408,-5473379574634.213
0,1,-32633752451837.3,-51268742934616.836,-24005905046757.785
0,1,48065037030962.836,4183856596586.467,-2750796634790.3413
0,1,-19401842971447.016,-30378300840918.043,-14217476713811.842
0,1,-588962424297.6198,3273153568271.611,1809275702537.4668
0,1,9254750373072.895,14621036272266.738,6851464913353.044
0,1,-48078806805935.266,-446337060201.09326,4748426299510.517
0,1,30192138622923.06,47431537691237.7,22209089063629.676
0,1,-57480689835652.805,-3459511369090.8877,4114264875184.3057
0,1,27448540982898.47,43088794593770.7,20173527762282.695
0,1,-26552765703617.37,-2971022454172.671,1167259563406.9666
0,1,6640307498397.928,10465237869229.102,4902395817726.166
0,1,11149335619633.676,470580667703.52026,-905113511931.8448
0,1,-10775503640819.44,-16793274967565.486,-7854300398618.656
0,1,18481895183595.19,3495999930969.3022,-49778647382.76562
0,1,-7989797082030.212,-12393341298130.514,-5792552666426.488
0,1,-10047543839699.49,3113992030784.9873,2705326935133.99
0,1,11217951699008.361,17678035899329.926,8281064064437.119
0,1,-43299644359618.266,-423018613038.5911,4265188111402.8896
0,1,26192679698219.047,41042694141254.99,19210636149388.973
0,1,-43632006112030.48,-3810862950283.0312,2490217730305.65
0,1,19355968371847.484,30216601343772.543,14135847029366.771
0,1,-3710756921633.825,-3795166871308.16,-1642105802748.3347
0,1,-6472059373505.3,-10299131142060.482,-4831074540408.81
0,1,45056049919645.086,-268374771587.13034,-4816631829091.896
0,1,-29951311905415.57,-47037687354113.984,-22023648506479.008
0,1,60933011434724.79,3581608036343.035,-4407143828487.068
0,1,-30800918250179.684,-48272926442513.04,-22595482598947.957
0,1,30653484721701.25,4244832128043.0957,-912265388736.3861
0,1,-8730186145332.959,-13633838112560.023,-6378494239809.962
0,1,-18039879433753.598,1190339767349.4111,2506896141724.2144
0,1,16217821865100.043,25436364945017.777,11907434744445.11
0,1,-42200976729032.01,-2639277832639.474,2967526320086.005
0,1,22375471798035.184,35029605358255.49,16394034486397.021
0,1,-23640746924079.547,-3628670853621.972,513981948577.38904
0,1,6593473073650.628,10290060535835.883,4813675025885.571
0,1,14736124901639.004,-934931114818.5381,-2027818040872.9229
0,1,-13267074007226.328,-20761998862401.605,-9716179419989.85
0,1,31709490477752.145,2711704571380.9443,-1840658396435.0012
0,1,-15860471440840.912,-24729743278741.43,-11567005699103.105
0,1,7897157994470.485,3636087831770.095,1122920580487.262
0,1,2838723144565.531,4604421758749.367,2165488322305.3008
0,1,-35181434167447.387,776713946036.9729,4063927943291.626
0,1,25425747996133.953,39924595737395.21,18692822642652.184
0,1,-55603151641556.695,-3243023407546.6772,4035167544456.818
0,1,29730948847844.875,46540626851575.6,21780968797900.168
0,1,-31669523446194.38,-4590845492850.754,832852814503.622
0,1,10377278868272.535,16127873940732.822,7540117653864.255
0,1,16359548106588.072,-1902779966630.1853,-2713120018995.911
0,1,-15539746787863.389,-24461969999693.36,-11457183870077.404
0,1,44688733968676.305,2370104823018.3794,-3369329067846.9707
0,1,-24355155301951.58,-38175854638482.8,-17869608430928.188
0,1,27379712588943.98,4269978712310.7964,-559279804397.4629
0,1,-8290276839745.078,-12916507381190.24,-6040888768805.931
0,1,-18806159159404.875,2107676735869.2817,3076321952603.4683
0,1,17053320310185.201,26801027711206.33,12549848351274.217
0,1,-50130555999761.49,-1922291477932.5146,4172939268758.2446
0,1,27487145680405.83,43089680752745.52,20169995874158.605
0,1,-37365363770899.164,-3862533603238.481,1812621114295.4756
0,1,13241889958528.23,20717438930046.008,9694999969065.424
0,1,6672001232042.962,-1824168995655.4922,-1666330317418.004
0,1,-11903475545120.865,-18668286367028.04,-8739025433585.227
0,1,40045673536036.37,2173556167602.0474,-2992723191787.8286
0,1,-24197068941345.35,-37870883985104.78,-17723070845897.316
0,1,32658313986863.625,4159121511825.4385,-1165993821077.2034
0,1,-13102781056715.809,-20458252434392.117,-9570959106367.408
0,1,-4414664340630.788,2089543958730.6682,1573933335106.8682
0,1,8399839117172.487,13178151590954.42,6169282626698.324
0,1,-29840102501170.332,-2110898976152.0903,1967656625900.3071
