center,target,cfx,cfy,cfz
0,10,155186072.49354884,-8554027.549980907,-20648357.12202977
0,10,-11270755.102534516,17076532.764549,10293522.413202181
0,10,18495208.965911373,-2266156.563721901,-3127421.4352867785
0,10,2610756.4781734473,-16028243.073200792,-8834515.673293624
0,10,-169984997.7083092,7121325.696974326,21415296.66151378
0,10,18762496.428360097,-49510246.31172814,-28399736.623607054
0,10,-311957436.23865,14823865.957857782,40239649.33372645
0,10,29155423.620470263,-66172188.10259066,-38380608.963411056
0,10,-335969489.9293784,17016040.06870006,43898955.273329884
0,10,28696266.84755615,-57827782.709311076,-33874697.39986185
0,10,-231838193.05345717,12675156.050768893,30791652.63451814
0,10,17623906.606882535,-29010512.935959935,-17328957.496600796
0,10,-53359063.16622435,3992364.0622193315,7661654.665345977
0,10,1228707.687854949,5847903.936035567,2996912.347913735
0,10,111570615.34991826,-4836725.313095624,-14143022.710986573
0,10,-12933073.405849773,30214238.676186543,17485234.869804885
0,10,187579143.4371257,-9805871.724769726,-24673082.112199206
0,10,-18889074.119691286,34117628.99345188,20188888.509638816
0,10,150753527.4456709,-9137251.337221459,-20500994.000915222
0,10,-15185516.413627226,19139338.429822803,11801834.722922774
0,10,39487144.70868245,-4109224.82785314,-6287220.224889786
0,10,-5405954.427884131,-2876465.042215692,-975850.8006591043
0,10,-68365923.93600532,1749928.95893443,8017322.25694291
0,10,3965426.224654027,-16670290.441528654,-9318289.557523329
0,10,-99727103.64087798,4663549.06244455,12823600.995892853
0,10,7178853.108812959,-12271504.578714363,-7301576.942998625
0,10,-28002226.347111106,2725500.9251255905,4357765.70529672
0,10,2395737.385242964,9189134.775605984,4660959.582624867
0,10,110656929.8414558,-3015433.1750285104,-13074648.485830735
0,10,-7317323.636371128,35817755.23700148,19896330.97679038
0,10,236081419.6474859,-9114826.10344238,-29327775.33696212
0,10,-15740564.709492354,51418494.083954,29105806.36823248
0,10,268453867.92852455,-11660860.380048266,-34042285.54406065
0,10,-17073922.828211118,44687020.812149346,25647685.96112139
0,10,174594278.6265538,-8538898.912073795,-22650641.624879766
0,10,-9384653.66532225,16124929.407728733,9589365.387652928
0,10,-9482389.236398023,-782023.3738493209,564200.3393656327
0,10,4004076.489653198,-21278404.105509084,-11784237.403037446
0,10,-193380411.81935254,7784411.688549061,24193355.48061196
0,10,16046771.90511679,-48291844.08816174,-27466992.230120722
0,10,-278241307.5206913,12488305.675823472,35498627.45499192
0,10,19712551.60094069,-49544497.53494727,-28516748.67665945
0,10,-210204162.75171253,10351234.271453613,27308435.934496857
0,10,11958081.005383,-22165778.867012657,-13083933.814957231
0,10,-12676263.575894158,1857432.9236630085,2306327.498242215
0,10,-4249871.521827143,21799642.567150734,12088268.299915537
0,10,221082535.89589384,-9055357.934373641,-27742067.48646132
0,10,-21077736.06267455,60803214.200497195,34673788.74196833
0,10,372884846.1632024,-16865880.873542953,-47642363.48906828
0,10,-29674427.000055965,74478997.48600227,42872796.61825076
0,10,359598428.9015367,-17277244.471889883,-46485979.764312476
0,10,-24774663.152916912,54128394.28305447,31491289.961192872
0,10,176877809.8693158,-9498089.676467393,-23399714.44455775
0,10,-7615854.789915744,7457942.128740588,4775171.600023784
0,10,-96911622.18273108,3235156.7275965223,11768593.669309663
0,10,14451643.268188547,-45057593.695809744,-25573349.54251853
0,10,-339454639.8220842,15220598.010055032,43300417.26594297
0,10,31552077.208903495,-80406587.9251978,-46234560.30802692
0,10,-446059339.3468211,21152803.15016711,57514697.96091057
0,10,36239141.09265738,-84538655.31426427,-48928730.95623476
0,10,-381671955.45547795,18785727.666055348,49579556.128717095
0,10,27213945.582723796,-59066112.79317354,-34382481.732455
0,10,-195782299.00283214,9983353.05334424,25617995.564303514
0,10,9823292.944340222,-19647314.395566788,-11516749.620869597
0,10,7457642.740872977,-400589.69131190237,-986364.9931890208
0,10,-6930111.904553573,12980252.061335297,7654400.350165135
0,10,127267032.71253061,-7199622.628932024,-17031902.55840253
0,10,-15241981.065003136,24347986.554737076,14590652.948671525
0,10,120365711.47826229,-7700229.90239579,-16584661.569040155
0,10,-12577135.866772564,13719000.562493898,8635180.730247963
0,10,21328427.064163756,-2976608.4384302017,-3800412.166238489
0,10,-2733684.0153909833,-6426656.29782906,-3149928.0983833377
0,10,-81836057.50190623,2931213.2024121415,10044453.498582192
0,10,6658258.572361351,-18490374.55994567,-10570111.612903027
0,10,-102627336.4212028,5514877.017199323,13579425.15456875
0,10,8762370.612812832,-10736886.855929613,-6645897.865114099
0,10,-9765532.355137387,2536868.1919795675,2368089.0468106554
0,10,1634775.2655472634,15228110.60536268,7966559.049613229
0,10,151724797.2588786,-4575126.740038692,-18162350.180250227
0,10,-10574226.18454373,44929655.10301923,25102762.33867675
0,10,285058592.73449516,-11508678.994064124,-35680758.46194715
0,10,-20047189.242549635,59341780.4061284,33786084.89629223
0,10,298553690.9036643,-13606400.195557378,-38200196.48665251
0,10,-19992178.265965976,46358265.47839973,26843463.988627885
0,10,162235666.8638652,-8713483.699452467,-21463689.767931752
0,10,-8883684.870135056,8734836.378735458,5588914.455235331
0,10,-69283487.04994328,1342076.2327289183,7894412.938101461
0,10,8270463.594354686,-36339757.40914257,-20274130.645247888
0,10,-282547697.168696,11560653.825375417,35448706.1081074
0,10,22495352.68947192,-66160212.28384978,-37683100.978449725
0,10,-366662904.5922262,16490657.36116216,46797560.40977525
0,10,25885400.262881774,-65079051.45548799,-37457310.32180936
0,10,-276157971.44107765,13343457.525178205,35739892.687156126
0,10,16251916.779186973,-33606010.08858603,-19641936.589150228
0,10,-59026799.43351042,3703675.6398724318,8094416.962229
0,10,-1347404.240982944,11336803.141712269,6196869.3251888035
0,10,167359050.12761006,-7205160.705079204,-21188204.121313687
0,10,-17206802.020623755,45425004.9967017,26055655.516434565
0,10,280176145.64763445,-13359273.43096709,-36164670.85504672
0,10,-22328753.697540794,50300231.79209964,29192008.183960117
0,10,219276985.40847138,-11299277.201934578,-28755080.251023967
0,10,-13528323.52531211,23748359.57069759,14092409.928819096
0,10,20628515.161379915,-2100967.036565633,-3260237.000765687
0,10,4669788.836967901,-19170811.877924934,-10727328.799006548
0,10,-204556428.22428864,9210491.877964234,26113162.061821617
0,10,22501569.131385807,-54777169.97477223,-31601926.940772902
0,10,-333468684.0446143,16501027.35640631,43364368.52013782
0,10,30450209.300295927,-64278593.37370149,-37503344.80534698
0,10,-301585417.6947448,16006320.159114424,39797206.621563494
0,10,24611546.420025364,-44329730.02633662,-26239020.464652147
0,10,-138189574.900511,8433474.758749042,18823021.437380385
0,10,8823791.892344626,-8492970.776817242,-5453481.939758389
0,10,53274933.14148573,-1546111.0762671304,-6345385.671038018
0,10,-7697418.181459995,21236106.48646563,12144929.034126261
0,10,158396701.0145843,-8120782.420461092,-20749520.732003752
0,10,-15841000.501076542,27794460.8383071,16494105.342373773
0,10,120907342.2062343,-7809740.708684578,-16699836.0817662
0,10,-11958716.678938104,9303997.057522414,6211987.788060726
0,10,-23845459.48351315,-1507491.2807317954,1663913.109787576
0,10,100855.30533868556,-19997535.367264107,-10694979.42915455
0,10,-171612208.22510505,6138798.533533263,21058429.35092056
0,10,11520283.01924512,-38784625.42098202,-21917783.006743018
0,10,-214871669.46619138,9662001.1830579,27423136.40147078
0,10,14094987.743262649,-32207986.46124473,-18671169.571220547
0,10,-111657070.85490897,6248055.109216159,14906388.092378516
0,10,5476326.063086557,-1689654.3296173103,-1471167.484845488
0,10,84947365.02327116,-2385499.0319540533,-10074786.453515893
0,10,-9171605.853229964,35224030.60251233,19771517.27074213
0,10,256000990.9819807,-10907855.978897704,-32349800.60284576
0,10,-20211751.880106058,55152813.943254516,31564986.826695815
0,10,288291465.0651815,-13598140.160755279,-37132897.6322531
0,10,-19506759.229254648,43261727.907476366,25138612.107373755
0,10,145379507.5824989,-7943533.50852879,-19306054.681929022
0,10,-5695734.698579299,2970435.5287665254,2178232.8299639807
0,10,-105787138.48469462,3606885.3314987095,12886532.665525874
0,10,14531479.54149414,-45152092.73038166,-25632155.466716707
0,10,-330528381.9402705,14880037.631639821,42193589.20139498
0,10,30093322.5789768,-74977609.57886429,-43182531.92869656
0,10,-404400225.7359884,19544000.00690704,52339232.17634219
0,10,32017441.434747092,-70111400.77091174,-40782262.8810776
0,10,-286985304.77493596,14882027.25122853,37684337.88404731
0,10,18875293.05426314,-33662545.31940402,-19944229.038920064
0,10,-46455808.98460628,3471763.4012729973,6668668.673733224
0,10,-2207300.8521187897,13549084.446474038,7468273.9523796765
0,10,180853611.8290681,-8299565.298329871,-23170626.60615818
0,10,-19676988.42000445,45404269.423508,26301087.561934948
0,10,271935325.6308378,-14026369.633732725,-35667075.03730498
0,10,-24378070.466486875,46024634.88130585,27120426.83514676
0,10,190056382.507995,-11086103.913082141,-25613575.114218067
0,10,-14926675.58175327,18929792.61666356,11663154.063868392
0,10,4233841.154673301,-2113802.1238920083,-1568094.5102446217
0,10,1679174.9345189256,-15837642.742603885,-8635974.41423462
0,10,-156900084.0942579,6770838.329230237,19873104.901699126
0,10,14605408.716359923,-34813317.594092004,-20115905.128754854
0,10,-188024971.0175297,9885179.326861069,24762204.169356454
0,10,16055036.458543675,-26195842.367907953,-15662140.98787512
0,10,-74538528.36327994,5591392.638777663,10710983.08765745
0,10,6143960.335814525,2662664.5086362753,785149.9805881241
0,10,98654830.86611407,-2703927.8123198296,-11664384.42576
0,10,-7330230.271945232,30216005.00924495,16904883.803004183
0,10,203256950.21680272,-8822406.269491537,-25770867.825206127
0,10,-14119520.10791802,35081804.05799241,20209199.795194466
0,10,153293184.24568906,-7935455.347572074,-20121194.693686794
0,10,-8436550.624847874,10632964.412260868,6556713.76303461
0,10,-34713006.299024746,109020.68801811055,3654352.909084177
0,10,6925849.51771977,-29698467.454123683,-16586170.243088165
0,10,-247068748.57805452,10445995.356664466,31177806.593972653
0,10,22033581.79617892,-60149213.958778284,-34423512.250714324
0,10,-342328524.35547024,16150807.42404541,44095272.991610594
0,10,26037748.47167505,-58781483.57567206,-34108339.44762611
0,10,-241805625.725922,12674839.743691223,31824092.949069105
0,10,14283022.769558234,-21871114.44325192,-13167748.175090263
0,10,16714428.070087058,927047.7026295288,-1235728.6000095105
0,10,-8296840.811247238,32816061.98939053,18394191.804801635
0,10,297774589.54001963,-13035457.376693055,-37814434.73739887
0,10,-29816744.766546916,76277419.89461589,43848329.55605812
0,10,449378875.94870776,-21605749.859954316,-58100492.36156058
0,10,-38586855.93706978,85807743.76484138,49850400.688157
0,10,395821024.48598725,-20282880.660732873,-51845458.06100034
0,10,-30286643.85228896,58743784.479379475,34529082.67108285
0,10,183021299.31341437,-10420319.03100251,-24529630.54044826
0,10,-10567586.795256715,13604127.623319611,8365119.740211562
0,10,-53091915.27157542,1719645.1709751035,6418717.50359594
0,10,8639879.11758495,-22160652.64386255,-12736872.388663702
0,10,-175114346.7554689,9024118.593914784,22963676.699730195
0,10,16778410.088174447,-29907726.363529384,-17720639.518424027
0,10,-132257787.54419093,8083714.208251253,18021549.179761365
0,10,11325587.62374932,-11473665.239920387,-7305664.226580377
0,10,9675254.37606502,1269154.6255553835,-323987.571683992
0,10,-893642.7336077691,12896837.401003456,6983288.360439721
0,10,116408878.86000337,-5046639.314286259,-14756684.537748124
0,10,-8625545.460345697,19021443.849727258,11058004.8936746
0,10,79764397.83296375,-4959960.14786709,-10914455.303733887
0,10,-4091703.8667164682,-3976524.819953651,-1700020.592454405
0,10,-104490531.47006914,2775034.532495671,12307172.275118235
0,10,11412634.179048691,-45293592.0176879,-25384210.02779879
0,10,-328637585.2394616,13681013.513865413,41356377.08030882
0,10,28065163.61914568,-78838451.44665487,-45034965.186774775
0,10,-442045798.9559532,20411788.236939654,56702416.49983092
0,10,33983034.466525,-80450244.70713687,-46510260.227266535
0,10,-352574027.92786187,17693087.001879945,45980979.500684544
0,10,23372631.636098385,-44579413.14883722,-26243782.22264309
0,10,-92594647.77043763,6056771.354851554,12829735.108952627
0,10,872641.192287631,10875281.704477116,5719992.258849701
0,10,196037070.7747178,-8197977.019144305,-24689380.809078865
0,10,-20972762.90145652,55186897.36572375,31662231.318268117
0,10,350245993.6686282,-16901383.656904213,-45316280.50717349
0,10,-29608336.890368704,64163753.478050984,37354660.87057745
0,10,289853738.5902583,-15248779.627339726,-38176899.68963902
0,10,-20560537.81792454,35505579.16086224,21104015.517737497
0,10,68249370.33756317,-4893551.566294275,-9685549.555268984
0,10,-305889.1161516845,-10143897.808437027,-5387901.217448858
0,10,-164921383.70253602,7208370.326076389,20937728.53323909
0,10,18085141.547527444,-43262236.98454311,-24991192.242881026
0,10,-264648781.67732888,13470467.144607017,34615988.34005208
0,10,23669301.082534254,-45230470.367345475,-26622305.956317578
0,10,-187159740.27412742,10733274.69601738,25125814.6044408
0,10,14846412.468297021,-20441064.942251593,-12462017.990266036
0,10,-16439749.406069236,2269837.41215397,2916793.2753444435
0,10,145808.6013606425,7555903.989490465,4022004.816857545
0,10,97858146.78683414,-4653582.169641195,-12624363.549062459
0,10,-7993363.490375093,13269804.69050714,7919527.2951620035
0,10,48750085.69269389,-4009378.802258446,-7193095.6696094265
0,10,-2193711.7532187323,-12034823.923028667,-6202309.232186141
0,10,-148636875.30374894,4582539.437354779,17846854.61024122
0,10,14373592.258409144,-53270826.40779105,-29953528.779894527
0,10,-362912210.5268561,15378553.363594063,45814568.66720817
0,10,29910573.437338084,-81320724.61284906,-46552657.03071317
0,10,-435475975.4290865,20392408.78390625,56011637.900103584
0,10,32141799.397952873,-73217013.10987186,-42454523.30860023
0,10,-292293443.2937847,15011922.576289106,38303300.929868065
0,10,17108178.20916713,-28788839.254314847,-17156975.72847011
0,10,-423833.347552862,1444039.4552699085,815852.3804779574
0,10,-7575215.6412666775,28020683.8351056,15757204.867136478
0,10,271903045.42328566,-12495466.904800592,-34845918.730045915
0,10,-27448607.69453043,64508698.77355097,37314688.03946332
0,10,366260815.0947127,-18525908.924138788,-47844166.58366673
0,10,-30826173.960632864,60932950.44433636,35754706.50152488
0,10,240270258.958294,-13478659.60636203,-32094959.192365017
0,10,-16697233.29963778,23618052.66544453,14351538.469028965
0,10,-4910415.434765179,-1425131.2392527005,-253561.164526164
0,10,4634014.716409927,-19770139.390815567,-11043946.93419793
0,10,-195925639.16586804,9178989.776507255,25202171.748681672
0,10,18714032.45272786,-39625529.764291584,-23113627.22123468
0,10,-208243276.53650975,11384916.66325191,27657440.590268146
0,10,16961709.337014407,-24945886.47078259,-15088621.414040707
0,10,-51938253.47920375,4554021.12433758,7814442.910045029
0,10,2501944.679718508,9480064.293747386,4805340.959105513
0,10,138785012.02164906,-5337985.437120109,-17230334.560153402
0,10,-12357241.424986571,34410250.07899565,19667286.632713936
0,10,205495962.27302343,-10147663.841332134,-26711990.276078068
0,10,-15262542.54138099,27991783.945630096,16539495.602920389
0,10,83780922.31491363,-5610445.895060393,-11678212.433425806
0,10,-3048105.2321449597,-7585162.953555203,-3736391.4285968933
0,10,-145680065.9169456,5370955.424527096,17961799.89587758
0,10,15640171.240451697,-46834820.20481245,-26646390.566000592
0,10,-311739826.38105756,14643418.1831063,40120701.194345705
0,10,26376032.711632244,-58958317.78961394,-34237927.60662245
0,10,-275753170.33540523,14646969.167300597,36395010.60690614
0,10,19440561.86112887,-30364474.980988763,-18240803.544224445
0,10,-34971562.31078379,4020189.220340656,5772159.666372033
0,10,-2778428.8950642394,24565970.19905453,13413723.002718775
0,10,269421194.3223716,-11125676.36969903,-33855948.47043315
0,10,-26955434.38952661,72600198.28766195,41586875.764915444
0,10,447838234.5997799,-21302488.568502523,-57778149.854629785
0,10,-37934137.08478515,84510995.1213929,49090031.59107616
0,10,394432584.44823945,-20262514.808901403,-51689974.59021919
0,10,-29341542.784537923,55409992.208894014,32650026.391326122
0,10,160872933.81332985,-9389055.717161356,-21683135.367482726
0,10,-8041303.632803106,7827993.111721595,5017086.149724491
0,10,-82460681.1316561,3358449.388630137,10338034.96635861
0,10,10893534.233995225,-24854052.554905884,-14409518.261759032
0,10,-170756589.48136505,9241612.669632757,22629564.271791276
0,10,15129641.824196257,-22695250.285435036,-13695697.153236255
0,10,-64384043.53908799,5091014.573042531,9391802.80543648
0,10,3981162.755504678,6543452.321580287,3083140.559628112
0,10,124172094.18077551,-4457995.947910721,-15245199.90919212
0,10,-11305482.69991403,33752154.38431536,19206806.278346557
0,10,216844750.231979,-10537767.851426635,-28095286.917842224
0,10,-16188426.902118642,30896294.39702613,18187665.32976581
0,10,106814306.38136786,-6838910.693099706,-14720258.843980985
0,10,-4052800.8590614153,-7069411.274606176,-3356381.2145551317
0,10,-156184469.14063427,5419851.358974917,19076498.615691613
0,10,18369082.414665826,-57292526.11136347,-32516889.045624457
0,10,-397330363.4004676,18119974.788180422,50845558.3752145
0,10,35590652.06685532,-85190555.34768377,-49209699.97949385
0,10,-443965637.2035328,22126840.66311209,57818378.17957448
0,10,34755254.88596533,-70017446.50116658,-41016228.92082832
0,10,-255159222.46086025,14125555.438792588,33982845.187600814
0,10,15400741.8955457,-20820611.739301674,-12722442.934383973
0,10,43785794.12560632,-713778.1997522964,-4917304.767977346
0,10,-9787982.470250878,29418058.768281337,16733432.209270986
0,10,249925719.88969627,-12343257.333014617,-32488049.10475005
0,10,-24012877.43369851,47514632.3174891,27878380.066199888
0,10,230349132.2337781,-13139698.053609027,-30886054.35891254
0,10,-18597153.18907946,24218368.270148583,14869402.36653539
0,10,19128114.538221188,-3484604.8261731183,-3844674.774705256
0,10,714903.13910573,-19335642.376107667,-10405143.361551369
0,10,-209959121.26924476,8599714.843595942,26346147.566066723
0,10,18211932.752184965,-47882862.09856987,-27473362.39423048
0,10,-275684901.52633137,13554800.783868093,35803541.524921745
0,10,20176055.359958384,-38902629.768953435,-22879144.452719383
0,10,-127400725.63121349,7566259.951447565,17241751.47456002
0,10,5343387.127616974,216148.10241968153,-439140.98008645244
0,10,116253766.40492569,-4514972.083669367,-14456368.717699382
0,10,-14139005.418586442,37912104.447896324,21723199.112511147
0,10,258696303.83171865,-12899845.941987723,-33694147.94203663
0,10,-22108464.135757945,42925970.260800436,25229115.83885018
0,10,178166749.25135854,-10458405.59163754,-24047070.606914546
0,10,-11031027.911952233,8867541.37107251,5882554.977316556
0,10,-75236420.5411657,1625158.6440293258,8662253.121004049
