source_id,plx,g,b,r,teff
44358422235136,9.558267252454172,9.365663,9.697104,8.869436,5787.84
83154862613888,15.672103956026023,9.542494,9.953431,8.964564,5201.674
132667245587072,5.737753870967776,7.4750457,8.025092,6.7722306,4929.733
250246270117248,4.800003764568492,7.408689,7.9985847,6.677944,4728.2534
261756782464128,7.383683552550599,8.914265,9.1785555,8.477908,6044.354
332469124171904,1.9900866479524288,8.631828,8.641413,8.576149,10206.073
796222512845056,1.887252394079562,7.919441,8.671028,7.077665,4520.874
997948536825216,3.288234500521389,7.9908824,8.007704,7.821712,9404.728
1066152617449600,4.473279872561656,8.25175,8.599608,7.732424,5960.9214
1213384096442112,8.635353742978161,9.265973,9.537979,8.822752,5982.834
1222626866037120,5.8656940538807385,9.067813,9.348697,8.617678,5912.046
1249152584299776,8.112836912339363,6.46286,6.954598,5.8021526,5505.401
1301929142132608,4.310796473680449,7.068493,7.7789507,6.252968,4234.8984
1564678061440128,10.635563175636374,11.449262,12.051651,10.710733,4682.449
1743000808216320,8.456994300187338,9.690047,9.988975,9.223375,5826.376
1753553543188992,4.017941960688069,8.163041,8.197672,8.071199,9982.799
2015099871749760,3.3999269413063447,8.698312,8.814239,8.4731,7987.0767
2058736739430272,11.645760038670751,6.8555465,6.9935393,6.598495,7192.2485
2077600235810048,6.447770292177766,7.5093226,7.70787,7.158277,6656.07
2343922567844736,6.2463317869214725,10.636546,10.9564495,10.157648,5756.9966
2469644850602624,5.61952320102081,9.622087,9.918122,9.154143,5818.8833
2543861884981632,3.638402719679162,8.123917,8.102146,8.035763,9987.063
2761084151394944,7.910022033925035,9.082378,9.297513,8.714495,6488.4355
2864197726199296,8.971552355920789,8.818822,9.179065,8.283852,5830.894
2891749941058560,8.759652912095136,9.705611,9.992639,9.250219,5891.369
3059945155636992,7.013066632873181,7.9459133,8.059867,7.718421,7528.191
3188656735589888,4.089860119465523,7.6863976,8.142527,7.059918,5031.438
3245105490185216,10.52360970561566,9.180765,9.474888,8.708791,5782.8916
3383957488516736,3.3157118620685067,9.754246,9.986596,9.362047,6553.798
3403714338071168,7.837525751273321,9.786938,10.067539,9.343149,5964.535
3613338806381824,3.202610087510944,8.133019,8.69009,7.410765,4998.2114
3665501184671104,7.3383728456276405,5.6009407,5.5436416,5.6853104,12680.77
3763770036361856,4.383149966696196,10.797557,11.079257,10.3542595,5950.5176
3853139716004736,4.56276451300903,9.55258,9.784702,9.162531,6631.815
3876366899115904,6.842309161055827,11.299913,11.67488,10.754559,5339.041
3915262122959488,3.2309300279291215,7.688647,8.183882,7.028907,4913.932
4053388271076480,4.559338441377086,9.402791,9.65883,8.982289,6368.6636
4488897954947200,3.642742405103247,7.6884003,8.237281,6.9840846,4952.807
4645750160709248,5.306610238780507,7.312822,7.478857,7.0110455,6991.52
5104968063896576,5.8168649967523685,7.703681,7.699784,7.6849685,9989.355
5192306223222144,2.3852857820854894,11.458613,11.68683,11.078876,6921.131
5513093036234624,5.299995792709821,9.125448,9.288717,8.832708,7002.156
5552331857465216,5.497129196337523,9.545124,9.748884,9.193278,6610.961
5661973782496640,1.4795838285074987,10.873414,11.096069,10.499875,6644.657
6077245580440704,2.844614708641757,10.593638,10.899308,10.119795,6153.279
6121947600098304,3.9726050527355627,7.4872894,7.9891253,6.8241897,4879.622
6311991312884480,8.26516487200174,11.802118,12.37117,11.093311,4701.614
6346041813693824,21.753055558678565,9.962042,10.537011,9.244793,4534.7515
6478258087046528,17.530643239541714,7.7543483,8.008211,7.332537,6110.9097
6491722808836864,18.09840210734654,10.219606,10.810019,9.497958,4551.2744
6545259576871808,2.994312475614903,8.524457,8.607163,8.343016,9528.257
6713965892090624,15.320649830518075,9.96595,10.365597,9.393075,5303.7715
6808867489604992,12.280152590785635,7.910992,8.374129,7.281984,5009.004
6963761190199424,31.979075012851403,6.792566,7.062214,6.352973,5994.2554
6989290475763456,30.32189207190648,7.8996253,8.313235,7.3196106,5184.0874
7121472389312512,5.091374051590839,8.832032,9.162462,8.322347,5601.0513
7137861984507136,5.084337072719972,6.972165,7.528686,6.264221,4651.9033
7505953565990656,6.95669057732523,7.7580895,7.971987,7.368194,6417.627
7545608999717504,4.12008398333321,8.044461,8.1522665,7.8244715,9550.0625
7597629643591936,9.518671285541444,6.964732,7.086621,6.729445,7362.7236
7633157612463232,4.511560494176336,9.896504,10.033412,9.391632,6311.3984
7665936803423872,7.145396011783509,8.012886,8.169488,7.720346,7042.0396
7870579109919360,4.880964713391742,10.177627,10.480851,9.69167,5839.5015
7894085466178560,7.392676447561126,9.081228,9.292435,8.71605,6510.0396
7957921564970752,4.210045288550158,7.833834,7.7959585,7.834733,10949.515
8120550501719680,4.094664585872271,8.980212,9.204639,8.598902,6523.484
8198714610964864,12.316418965516691,11.528698,12.193862,10.747106,4531.638
8229505232107136,5.363302373614923,10.464222,10.814926,9.953761,5660.637
8367803179074816,21.351428366836643,9.622882,10.142982,8.949446,4723.402
8425046503155456,10.029450909867117,9.00573,9.276996,8.564356,6031.3706
8471741387605888,4.346968534387137,8.839409,9.069993,8.447625,6434.2495
8479094371605632,42.07808481452416,7.7199035,8.189356,7.0859947,4953.862
8978818111241728,15.66703323539886,9.785456,10.214186,9.187455,5151.7363
9137083361284352,7.143214513179976,9.484039,9.784628,9.0172415,5924.997
9205253082371712,5.469538260554318,7.628119,7.666934,7.5210357,9976.762
9404573924486656,2.527405217602279,9.394167,9.503976,9.1731615,9874.339
9505110518988928,4.257230610619247,9.484941,9.752733,9.048847,6119.9844
9542253396174848,3.2936105148059576,10.602029,10.9467535,10.085504,6338.3394
9668559794416512,4.568934035971633,9.5144,9.720309,9.15629,6833.161
9769543065590912,3.732287358413368,7.1888075,7.8588204,6.394894,4907.5776
9877806305711744,21.7013428989857,9.915004,10.491504,9.198335,4569.8267
9964981257351936,7.823755169320669,9.324389,9.576987,8.9102125,6181.771
9994255754844928,11.217717061546686,7.872291,8.160114,7.4157166,5859.096
10074073426833536,4.80074698075716,7.505698,7.7022777,7.1575828,6816.822
10361526997939456,5.308262862305527,9.361865,9.549373,9.031412,7096.7256
10398150183565056,4.923959079929508,9.015635,9.298758,8.56374,5900.853
10584899657116672,21.272281275292496,7.2656646,7.5396423,6.8254075,6009.3755
10608573516849536,21.226136807760074,7.6169553,7.9173303,7.149929,5830.9644
10769136574134912,1.8032059874733728,9.993171,10.759662,9.141695,4487.074
10942515813999488,7.251562856034681,9.399496,9.640591,8.992049,6268.491
11037726649058432,31.6031596633021,9.212734,9.833421,8.463775,4518.423
11040337989170688,5.240164551921758,8.120751,8.16148,8.008372,9915.291
11097615673025152,3.9860775334274003,7.4170227,7.436893,7.340017,9910.307
11158707287951488,2.9713142668264263,10.437378,10.836876,9.866783,6181.235
11397988505713536,6.860478455256046,8.657526,8.805781,8.383386,7139.1226
11652284929501440,6.181387647210527,9.569931,9.873366,9.095377,5911.8643
11928399787316480,6.908645185539872,8.672398,8.9311905,8.248267,6160.076
11987051861769728,5.339407916244191,10.651517,10.996934,10.1272545,6248.0283
12151703726627456,14.89251272791193,8.934038,9.247425,8.4467745,5802.3467
12409848441118464,4.731847847887941,7.7271185,7.8911514,7.4215145,7662.5815
12624111473792256,8.320294604003973,10.36667,10.702099,9.864152,5817.0244
12790176385109376,4.365623812667153,7.43707,8.027367,6.7004924,4771.9214
13327627117470208,4.97444193008995,10.599665,10.903514,10.1255,6024.891
13471804874760192,8.353643039715577,6.780669,6.7879796,6.737653,10282.569
13558528854294656,4.4257123234742135,9.117252,9.354713,8.713539,6731.0127
13898793343318144,8.021724569884904,5.998988,6.518025,5.3167915,4965.292
14045646865173120,16.0639600292287,10.820426,11.513668,10.019527,4545.9556
14276716105786112,4.69344430203588,7.647479,7.8010674,7.352229,8212.744
14358664081804928,19.07375257015171,10.659952,11.320354,9.882041,4402.6143
14553170265024384,7.993247309227305,9.041322,9.292826,8.627346,6187.023
14722087034347392,3.400174066243792,8.101948,8.698996,7.3586297,4856.1
14846297488636032,4.664582673091118,10.786385,11.099818,10.305235,6031.993
14981159461673984,6.246314064364343,9.248085,9.438605,8.9077,6957.4966
15227621865063168,9.511693094298774,9.491696,9.8047,9.005595,5688.849
15348701287626112,9.716531373219382,8.325418,8.607546,7.8676343,5868.4214
15489408711727488,1.835845126462348,9.511372,9.779227,9.003981,5657.2324
15630661596228352,3.06822286265512,8.490673,9.122544,7.719622,5029.129
15636842053872512,9.052938483995836,8.990297,9.306118,8.50443,5711.248
15660142251730944,5.173721591070848,7.6002336,7.972548,7.0384536,5258.4717
15674573341829760,14.282667729845546,9.024732,9.354324,8.524687,5624.321
15832559418215936,5.672388021302238,10.188845,10.622851,9.546914,5649.669
16014322434665600,8.384586568427466,7.2885084,7.33639,7.175159,9631.318
16264220811754368,10.584971113980925,10.184333,10.586278,9.620596,5263.029
16374515572051712,5.50382102387115,8.95876,9.150739,8.437928,6545.898
16443647365614208,6.647062680565573,9.329487,9.569689,8.9253,6508.013
16730924842529024,9.381712109403257,10.583362,10.891789,10.103286,6027.888
17064351743613312,4.896060637003957,9.612853,9.969296,9.075346,6555.3594
17147300447504768,14.036524833813123,7.226325,7.460426,6.823675,6219.6543
17357513326966272,2.5833975831929603,8.123126,9.003568,7.195554,4903.4546
17379194321826560,5.40481894925858,7.723728,7.8274546,7.5120153,10038.921
17404105132127488,6.323323530318106,9.179854,9.562203,8.623125,5356.5117
17917577062397696,3.5831283918822656,8.2867775,8.946372,7.4980073,4783.0366
18077448629589376,0.45705333937027964,11.986694,11.97438,11.997171,12729.747
18211043587721088,22.575269610541906,9.809756,10.565177,8.96313,4052.106
18262823713408000,25.483150672363138,6.1548142,6.353897,5.804866,6675.802
18319482922049664,4.960386624041879,7.303468,7.905202,6.569112,4675.2573
18512103615307648,9.159043711323635,6.946374,7.095209,6.666209,6939.9644
18528454555539328,19.48117710313997,10.150753,10.729502,9.429268,4546.9966
18705789460407808,2.1193457211457836,8.421142,8.968079,7.7186937,5151.9517
18794678103656576,4.527133502595679,10.265946,10.655609,9.718017,5479.214
18803405477194752,3.1753864390027013,9.103981,9.655382,8.400106,4855.6924
18996404127552256,8.017014037847431,11.912058,12.46522,11.213663,4692.7095
19248565951976064,4.573801040624195,7.299231,7.8362036,6.6072745,4879.8394
19724624422606592,5.923855747608903,9.905522,10.285203,9.349068,5522.2065
19873367730098560,13.059575215616174,8.31803,8.571911,7.8999944,6147.2285
19875875990967680,3.056793745649487,8.115528,8.736287,7.3580976,4898.0576
19910476247553152,3.328153106958767,6.8105063,7.5051117,6.005259,4658.947
20266030820081024,2.786054919506536,8.116039,8.696933,7.3887396,4907.939
20439788017010944,5.558225513121009,8.428006,8.650754,8.045727,6381.8823
20476415498088704,5.904561372252747,8.671207,8.772606,8.469378,7774.777
20646118245837184,4.399991152120173,11.273291,11.539124,10.834468,6410.391
20768060957424256,3.1278908860836117,9.072493,9.26928,8.700789,7382.1343
21297716324578176,23.054775201550914,7.7592926,8.054607,7.299788,5856.398
21368222507514240,9.572491987092372,7.70727,7.8577404,7.4253087,7050.0347
21568058745758848,5.2522986714628495,7.2633104,7.933806,6.4794106,4599.4653
21741094388186496,6.292071069757768,10.012446,10.271413,9.579395,6058.31
22125575564953216,34.54987072345276,9.493477,10.191818,8.687747,4293.7744
22231785811825280,9.856289239785033,8.279979,8.503661,7.898264,6477.9326
22319162626504320,2.719132506837776,9.088261,9.308102,8.712185,7231.4004
22561123904108672,28.03961216789344,9.541374,10.092104,8.8367,4667.0156
22720072053908864,5.44122534754996,7.8808017,8.336557,7.254273,5312.549
22964541592260992,2.606272893024534,9.047967,9.2210655,8.735584,7211.3643
23420151723059200,10.691974170640917,5.834278,6.340275,5.1467648,5078.1567
23737940647681536,4.379065220679249,9.606381,9.845947,9.208277,6338.054
23796837534842496,5.062787367841009,9.863098,10.175893,9.383803,5937.595
24262652508347520,27.427690692534163,6.334228,6.5629745,5.945881,6317.8394
24328996867188480,7.638111153022752,6.6401563,6.787187,6.3568273,12431.224
24372294433029248,12.966329049184859,11.2744055,11.943006,10.491136,4555.0737
24417511848684928,4.136258175090246,8.33945,8.833915,7.679209,5167.145
24570756281835392,8.453916990456412,7.392424,7.8560977,6.7598877,5108.0884
24858484730853888,2.7494827945742726,8.631639,9.245711,7.884592,4746.276
25086186717019392,3.7238696992288944,10.507406,10.740375,10.122595,6630.304
25212076503356032,5.0024055208287885,8.824551,9.038897,8.453456,6462.8467
25588629171332096,6.853377501633106,7.5252037,7.563366,7.4303465,9981.599
26042658754047360,8.165220136664301,6.9759564,6.9648657,6.9782357,10450.989
26584305669737984,14.361715036614328,8.517738,8.83918,8.029626,5728.736
26719236362332544,4.406556789328681,7.199225,7.7700057,6.477962,4989.017
26793315958220160,3.4146855463753383,7.8534064,8.490479,7.087615,4862.353
26953775936490752,6.6716541772633855,8.256875,8.43708,7.932797,6755.4565
26958208342737536,6.964719078365787,7.1251645,7.4017982,6.6731853,5980.8047
27000092863782656,3.799042340820952,7.694558,8.231526,7.0003066,5040.041
27107363966823680,3.7343734986509856,7.7654414,8.021504,7.3327827,7688.428
27157219947182592,12.438531615371096,7.408712,7.630395,7.030236,6396.242
27274970770950400,4.744186675495399,7.9777894,8.243929,7.544996,6806.8857
27385162451495296,4.383907870075867,9.855344,10.111036,9.433916,7371.767
27608122793834368,8.435522009276108,8.670469,8.928427,8.244789,6092.8374
27857780652747008,6.981232448701188,9.009155,9.205087,8.665841,6775.5757
27998037104949248,21.82213768936407,9.832321,10.424574,9.111788,4452.427
28092560745072384,3.0478225564205403,8.392267,8.999887,7.64196,4839.743
28180899632398720,6.824013834162053,8.330593,8.450749,8.090004,7592.644
28239998382321152,16.121099946511382,8.234732,8.525158,7.768596,5861.557
28502060106925824,12.079507485726051,8.250117,8.649361,7.67462,5673.3677
28605478623885952,3.860740625344258,10.333403,10.714495,9.78391,5448.864
28831604357641088,2.2542088736955095,8.076665,8.787764,7.2580147,4683.1743
28935400832017664,6.568406054043935,9.255817,9.477661,8.874733,6480.024
29407129975205888,8.480912117787593,5.8246174,6.3454666,5.1439447,4933.228
29467461380227200,7.4327250950831365,9.510222,9.7920065,9.062275,5978.2705
29589270947796736,4.128929604687352,7.705444,8.365938,6.9186554,4956.533
29590641042392448,14.274219631307183,10.742449,11.296046,10.043219,4604.6416
29891808444756608,4.676352396408502,7.5244417,7.5685644,7.400587,9945.384
30097726356769408,7.810039877249861,9.647255,9.919258,9.212735,6067.33
30157993337955584,10.947628637963234,7.87327,8.154754,7.4204655,5932.5156
30333429866335104,0.21630591947375832,10.956848,10.943806,10.941536,18782.531
30378582858313600,3.4857793294495285,8.159854,8.744997,7.4277844,4942.0757
30398648945512960,15.658506873396828,8.600837,8.943022,8.084254,5755.423
30532304032124544,5.898189248313733,8.81926,9.073948,8.398709,6417.7256
30737195447553920,5.998068928150047,7.5635953,8.108626,6.859424,5162.2935
31017364754310784,4.852434031587713,10.372387,10.728103,9.848765,5853.8745
31090890298843904,19.193845654643027,8.852999,9.252065,8.28794,5288.1357
31120203451327360,7.720628411042154,9.357184,9.672847,8.863975,5640.2324
31136107714336896,6.793614262113079,7.160346,7.1766157,7.0953274,9937.284
31251045334952960,25.157961464521478,7.698632,8.011621,7.213797,5686.701
31373297283989248,6.815221293083032,9.452967,9.8417,8.8965025,5449.806
31404083609792384,9.290313748810627,7.823736,7.9833755,7.504042,6907.5874
31600376499220096,5.48496494105833,8.865967,8.980218,8.646602,7560.4214
31901612621068672,2.5403679868320763,7.710034,8.353651,6.9378214,4904.9785
31986240656172800,10.560913130450023,8.045978,8.264038,7.6684976,6466.314
32138419938064000,24.391234431242815,8.811068,9.227636,8.225258,5131.256
32215523190918784,4.394265934156733,7.359184,7.8816943,6.6743484,4961.6787
32238063179274496,7.678471604322991,9.144149,9.365127,8.765645,6419.442
32333548892101760,6.003388492151852,7.77342,7.8734803,7.564844,10794.729
32655224762711936,5.263299682855506,11.304717,11.576259,10.860993,6236.7124
32702327668351488,4.043479202491426,8.431093,8.452267,8.358848,10087.027
33017754362260992,6.902353315483943,8.538071,8.6636095,8.060865,6502.9883
33128701957543424,7.8049248893605805,8.052289,8.230185,7.7338095,7009.517
33160965751802368,4.767392791165705,8.003103,8.050421,7.889876,9580.193
33216147491735808,13.048957633820645,8.075469,8.328508,7.6533523,6120.6294
33318539511972096,14.851073977550307,7.8236146,8.291911,7.193948,4915.497
33439176553394048,42.844514459393,8.483034,9.11622,7.723626,4434.5117
33571839503161600,8.303473969530385,8.396946,8.58816,8.0580845,6709.5376
33874205200715776,7.727400955923567,8.857337,9.058253,8.505722,6612.144
34175437027211264,3.343206785761998,8.115608,8.710294,7.3772826,4889.5034
34264772346904320,13.461546238651588,8.123956,8.366055,7.7135,6212.335
34519000051252352,3.7098181377527384,7.689353,7.6953053,7.636364,9841.689
34564217466900480,5.40261862160353,7.592265,7.770559,7.2708755,6962.219
34959010860789632,37.328144420389556,7.2228208,7.588135,6.6889434,5470.9272
35003163124358784,8.862685214899368,6.195142,6.4174323,5.8150535,6533.537
35169528681869696,4.122370162709775,8.871899,8.9398365,8.721625,9584.654
35442864696220032,18.76803933607429,8.6472435,9.001652,8.125869,5512.998
35564292011705088,5.118150611732422,8.5713825,8.656007,8.392765,10316.642
35730490066110848,1.9197841295075448,8.915584,9.619069,8.102651,4778.2993
36110577493459968,21.082149536473956,8.448276,8.792579,7.9256926,5556.7344
36227297525551488,8.770474911809467,7.758885,8.125168,7.218113,5891.4854
36344910908917760,5.7274723439261095,10.564583,10.890436,10.0626,6165.8887
36383703053481088,3.839915739145493,10.078318,10.3911495,9.589411,7849.438
36472522977436928,6.038352768073635,8.518471,8.791103,8.070559,6181.9336
36590651757883392,45.62613231989788,8.657178,9.321329,7.873582,4406.5723
36615734367427072,8.436515848966309,7.4958506,7.8548183,6.9603076,5902.395
36827282979461376,5.1615336303145565,8.949079,9.222434,8.506394,6318.8174
37011283675102592,4.4966669242280926,7.9424996,8.653676,7.117194,4891.681
37518124175203840,3.7638951994015932,7.981234,8.688364,7.1535864,5431.041
37520769874997376,16.666864784513066,10.195127,10.702301,9.526785,4717.6074
37622955737490688,16.723703094359948,7.989245,8.239635,7.5732207,6150.635
37635634480886016,3.93576081300405,9.850903,10.142131,9.387611,6602.8906
37689201312990208,3.889873181186912,9.546897,9.808125,9.116527,6962.2114
37951499258561408,4.753270293019804,9.970463,10.314449,9.453214,6531.9087
38088873789758720,6.674249990246106,9.957096,10.256431,9.478375,6010.5796
38124333039662848,9.776182237950644,9.070689,9.371262,8.600673,5821.235
38344991279634048,4.690155677537162,8.494311,8.554084,8.35486,9445.158
38385776289017600,4.529939292976182,9.390598,9.522049,9.136235,8428.407
38398175857363840,6.94898362589182,9.422481,9.713864,8.958217,5836.896
38905982728312704,4.929270328769251,9.605508,9.824952,9.234458,7612.293
38928728875067392,4.592044559193481,6.8008084,7.567428,5.9466753,4502.1553
39001502801541760,5.936784400347474,6.947627,7.541967,6.2118125,4734.7393
39075410598690176,5.491358403146937,8.332739,8.645578,7.842031,5876.3975
39165222657116800,10.804259409857602,8.165502,8.398946,7.770768,6307.1865
39320429892295040,9.151445980467845,8.591928,8.901084,8.110518,5844.463
39325480773830016,13.311087111378528,9.398171,9.737701,8.890167,5586.5015
39695775673951872,8.428088853672383,8.729066,8.966317,8.328964,6373.4585
39721270599797888,3.444215191762261,8.334569,9.002102,7.542703,4918.6445
39913444616833792,3.2652500293267672,8.736067,9.315899,8.003219,5562.564
39925023848663040,30.277144620560446,9.15042,9.72041,8.437439,4660.1387
40146060045654912,6.910066150418665,7.366102,7.877833,6.6869955,5408.28
40216772387203456,1.624370128526369,8.105282,9.148028,7.1026297,4677.8965
40282743085082112,9.748559693815265,9.114786,9.380809,8.685768,6097.0635
40371837886613888,4.78691283429451,8.8145275,9.086378,8.371748,6661.0083
40425507797809152,3.901302840657389,9.720035,10.028115,9.240945,6357.7607
40662486911678720,4.661071276886757,9.980835,10.277822,9.509454,6581.242
40779241304039552,3.511010941485723,8.349986,8.552543,7.98409,9468.801
40934165067167360,11.050694118279567,8.654478,8.898319,8.246864,6229.985
41034499799802880,9.058615195466535,6.632988,7.1465564,5.9615326,4836.845
41072639109521792,7.363397125838849,8.614696,8.942957,8.103205,5972.504
41126583899380352,5.978393597489162,9.116208,9.415814,8.642405,6325.1895
41201178891455872,14.50808792922517,6.4402533,6.884129,5.824223,5117.075
41300684693279872,5.723020149656693,8.4586315,8.767349,7.969113,5939.3525
41367548744087168,7.053762047432956,9.516994,9.792605,9.069724,6374.0957
41368029780423040,2.1731597931947393,7.4657264,8.499055,6.4649596,4818.8706
41373011942482304,4.331719555661011,9.267819,9.628404,8.725765,6074.9824
41609166424575360,15.881705360903087,8.118742,8.37146,7.695602,6119.42
41824498903721472,6.634061586813688,9.156008,9.38747,8.76763,6612.1694
41945479542266752,5.225606147318352,9.509706,9.797705,9.05003,6462.0557
41956990054638592,3.2616957357366894,9.936688,10.290796,9.40212,6235.3535
42147068127266048,7.164252646390355,9.119115,9.355833,8.720991,6334.607
42358071282308608,6.271703989493723,8.9844675,9.234109,8.5663185,6395.7856
42374048560382080,14.277813658762732,6.3827343,6.4536476,6.2369595,8037.899
42540762010825600,9.145499315670335,8.48455,8.721472,8.074932,6216.261
42768532716776704,20.744294058130393,6.919528,7.1527133,6.523082,6301.0127
42941362200122240,5.346209870369771,8.148449,8.234657,7.964465,9700.636
43172225282241536,3.7782333392750966,9.274116,9.389328,9.045974,10037.709
43268295111148416,8.976533984779481,8.024783,8.171966,7.7434645,7099.126
43335537119385216,58.0275673632229,9.925129,11.015001,8.882559,3557.9429
43335880716390784,58.03610684428783,9.218082,10.14662,8.267663,3627.712
43367422956762368,9.574619930596453,8.437985,8.648351,8.073856,6573.8833
43538293935879680,24.548558117114858,8.745134,9.194528,8.134413,5032.9463
43615122310787840,23.1939200794336,5.883992,6.0531483,5.576332,6873.848
43687312120199936,9.328188974167166,7.89395,8.071601,7.568348,6781.2617
43789772861265792,21.01286843657661,9.210812,9.664482,8.584366,5179.539
43802039287826432,21.47188045529033,7.3485003,7.669333,6.8568206,5664.091
43881616441842048,3.4606982736213574,8.985526,9.258276,8.544324,6781.5747
43969749169803776,4.639280981002435,8.3490925,8.41033,8.204895,9796.136
44022452711871360,8.761910502721749,5.9390416,6.4074903,5.29829,5020.1587
44218273157397504,5.001255083993636,9.362009,9.563706,9.008772,6956.3164
44831869365049088,12.751785906354005,9.010788,9.380311,8.472432,5584.6006
44980887550210560,5.360859701747893,9.765267,10.046384,9.312985,6457.4277
45159901786885632,22.22862392233613,10.051599,10.698089,9.286946,4402.094
45179452477688320,3.5636100796948957,8.630048,9.240628,7.877,5611.864
45230167451478272,5.484089745825827,7.700388,7.7862377,7.514856,9727.182
45367056650753280,21.1750396454176,7.7056403,7.999314,7.24572,5875.7847
45567511362945152,21.59088818952663,9.604419,10.134928,8.924037,4721.1514
45567820600586240,5.726314673221954,7.5848174,7.627243,7.465791,10712.54
45732747344388480,13.021002294542132,8.985647,9.316482,8.484931,5701.9062
45981271332164352,4.536623808150547,8.913519,9.242413,8.406496,6766.829
46042431666550400,8.53164399556161,5.804848,6.33287,5.1210756,4813.889
46145304723181568,2.996058448367275,7.972416,8.768769,7.0934615,4920.0596
46311365340216832,4.902487352297444,9.0495825,9.317367,8.607883,6717.937
46760305383987456,6.63944643377937,7.63135,7.678127,7.512244,10026.507
46811883647724032,9.670971876532615,8.306717,8.564473,7.8805494,6109.0415
46933070444863872,7.556060551865089,9.501188,9.795535,9.032571,5905.6396
46975436002187136,21.412299104141248,6.5024347,6.706495,6.1467094,6533.264
47019347749289216,21.953883088547247,9.03908,9.480922,8.4315405,5057.9717
47275259079451008,13.710030701311378,7.3885627,7.575319,7.04751,6691.5757
47345009348203392,21.390700254048006,8.279239,8.632639,7.7541347,5589.858
47535224859776768,3.0812583834666825,7.9330654,8.157227,7.5357594,9714.017
47541100375011968,20.885733460424145,6.7013855,6.9139585,6.3316135,6454.302
47620265212420096,21.56979276213544,7.3715596,7.707087,6.865309,5631.356
47700701359862272,9.363388132703422,9.166835,9.425289,8.745452,6110.1816
48061409893621248,20.81034364418756,8.441752,8.803556,7.904669,5525.336
48190804371444992,11.427987877565164,8.268247,8.475338,7.9048414,6527.6934
48203487411427456,22.020045526274,7.3269024,7.5969906,6.8839664,5984.102
48470565657461248,8.775255998861555,8.073781,8.241099,7.7725363,6952.8115
48652809710016256,7.990450027660359,8.062434,8.316633,7.637914,6161.618
48794509270782976,11.290939267480779,5.212071,5.746859,4.523611,4688.2524
49005581144118784,21.446669126443478,8.424586,8.788631,7.89071,5452.577
49231668222673920,20.563393906159334,6.688817,6.897654,6.324358,6502.214
49294958860441856,3.9555286705543438,7.9945865,8.646173,7.2139354,4528.291
49365087086285184,20.270849788207933,7.650983,7.9986305,7.1315513,5559.532
49432535253133952,9.327344577048132,8.105177,8.317656,7.720367,6468.245
49611377691710592,4.938738653150842,8.310185,8.375097,8.154725,10419.413
49625740062294784,3.9174733988195602,7.474965,8.066977,6.735579,5068.031
49729231594420096,21.85669141594702,5.804048,5.9629292,5.515528,7018.5312
49814924781710080,8.042747098669489,10.738057,11.130472,10.178091,5562.2524
49898934342134144,11.667540506118039,9.196084,9.513537,8.711693,5853.0874
50002322795073408,2.9652015086380166,10.2774725,10.644808,9.735804,6164.122
50094991009254912,3.6359231945098944,8.526061,9.138052,7.7749662,4816.633
50137322207036672,7.493695228522989,9.941544,10.261959,9.450744,5768.284
50142819765290496,13.239954049230965,8.864345,9.165442,8.39517,5873.798
50327297200978176,20.95167537165959,9.780697,10.343233,9.074455,4629.7383
50546271813859200,6.66423682388603,9.233727,9.48845,8.814619,6443.603
50612242511468288,6.464808571116906,6.4513,7.0015197,5.7432404,4487.367
50625711528773888,7.066780479780105,9.243484,9.521008,8.798727,6234.7407
50727794311184256,5.866442505916768,8.235112,8.306291,8.075495,9832.466
50799022048726784,3.098381709826896,8.423589,8.657182,8.03137,6955.7476
50851420649763200,13.332578250164666,8.739531,9.032191,8.2706995,5794.3125
50905056201179520,6.978051417124352,10.32281,10.659476,9.815068,5849.47
50999201883627392,3.5464834247235695,8.334405,8.858556,7.6501827,5114.542
51222402744862208,1.4219779234106462,10.293858,10.963976,9.502955,4856.5986
51742471745296768,7.489318997319018,10.7659445,11.139266,10.224359,5737.183
51978832384070400,4.9119566073650995,9.059866,9.301826,8.654127,7750.861
51981375004630016,5.68980751518088,9.192804,9.460428,8.759544,7592.6772
52246357307627776,3.443775524960882,8.421347,9.019219,7.6803126,4781.8447
52548241968465408,19.675616283441308,8.929961,9.330955,8.362071,5290.421
52692552869689856,3.7509659718961146,8.114135,8.777461,7.321366,5212.9946
52727428003993856,8.372337423089352,8.765191,8.997698,8.373008,6323.801
52836107857211136,3.1162236746797216,8.155139,8.25477,7.930896,7443.1094
53008696823806720,3.467207057785618,9.831096,10.092564,9.402745,6708.388
53031442970520704,3.27604739406495,8.386814,9.010759,7.625708,4640.252
53112944270520832,59.472793108702625,5.756682,6.0736275,5.269786,5750.9917
53117685914406912,3.457328968314646,7.3655434,8.174717,6.482857,4513.8706
53624629492808576,7.046984234788264,9.6444025,9.983947,9.121121,6587.767
53705134359749504,5.2480447384189794,9.664908,9.959532,9.19372,6982.571
53783852522073856,7.282259996149298,9.525888,9.839075,9.037824,6362.5024
53814501408609536,4.058613357162863,7.930687,8.560162,7.1670184,4658.86
53848448829915776,3.4407164600108895,7.986755,8.3725395,7.4132233,6105.0586
53896621183031552,9.504342397330923,8.139064,8.376751,7.730347,6179.1987
53944724815852672,7.298490939311624,6.6179523,7.2288475,5.8644085,4907.71
54087352088038144,5.535469636071288,8.150846,8.249321,7.951211,7918.519
